gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1501521224																										BDBCV:BDBCV-General:1656783									Es				27/2/2017 22:49:36																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1656783	1656783		G. Mateo Sanz																																	2012	12	15												Europe				EspaÃ±a	ES	VALENCIA		TOUS	Las Lomas												39.18	-0.58		707.00			30SYJ0840																																			G. Mateo Sanz	15/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501520953																										BDBCV:BDBCV-General:1656545									Es				27/2/2017 22:47:05																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1656545	1656545		G. Mateo Sanz																																	2013	1	1												Europe				EspaÃ±a	ES	CASTELLON		ALTURA	Las Fontanicas												39.86	-0.52		707.00			30SYK1115																																			G. Mateo Sanz	1/1/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501520765																										BDBCV:BDBCV-General:1656322									Es				27/2/2017 22:44:46																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1656322	1656322		G. Mateo Sanz																																	2012	11	5												Europe				EspaÃ±a	ES	VALENCIA		CHIVA	Las Muelas												39.46	-0.63		707.00			30SYJ0371																																			G. Mateo Sanz	5/11/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501520749																										BDBCV:BDBCV-General:1656321									Es				27/2/2017 22:44:45																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1656321	1656321		G. Mateo Sanz																																	2012	11	5												Europe				EspaÃ±a	ES	VALENCIA		CHIVA	Las Muelas												39.46	-0.62		707.00			30SYJ0471																																			G. Mateo Sanz	5/11/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501520500																										BDBCV:BDBCV-General:1656089									Es				27/2/2017 22:42:19																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1656089	1656089		G. Mateo Sanz																																	2012	12	15												Europe				EspaÃ±a	ES	VALENCIA		TOUS	Las Lomas												39.18	-0.58		707.00			30SYJ0840																																			G. Mateo Sanz	15/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501520426																										BDBCV:BDBCV-General:1655989									Es				27/2/2017 22:41:10																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1655989	1655989		G. Mateo Sanz																																	2013	1	1												Europe				EspaÃ±a	ES	CASTELLON		ALTURA	Las Fontanicas												39.86	-0.52		707.00			30SYK1115																																			G. Mateo Sanz	1/1/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501519815																										BDBCV:BDBCV-General:1655392									Es				27/2/2017 22:34:46																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1655392	1655392		G. Mateo Sanz																																	2012	12	15												Europe				EspaÃ±a	ES	VALENCIA		TOUS	La TiÃ±osa												39.18	-0.59		707.00			30SYJ0740																																			G. Mateo Sanz	15/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501519806																										BDBCV:BDBCV-General:1655391									Es				27/2/2017 22:34:45																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1655391	1655391		G. Mateo Sanz																																	2012	12	15												Europe				EspaÃ±a	ES	VALENCIA		TOUS	La TiÃ±osa												39.18	-0.60		707.00			30SYJ0640																																			G. Mateo Sanz	15/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501519370																										BDBCV:BDBCV-General:1654945									Es				27/2/2017 22:29:51																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1654945	1654945		G. Mateo Sanz																																	2013	1	22												Europe				EspaÃ±a	ES	VALENCIA		CHESTE	La Solana												39.50	-0.66		707.00			30SYJ0075																																			G. Mateo Sanz	22/1/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501519018																										BDBCV:BDBCV-General:1654560									Es				27/2/2017 22:25:45																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1654560	1654560		G. Mateo Sanz																																	2013	1	22												Europe				EspaÃ±a	ES	VALENCIA		VILLAMARXANT	La pedriza												39.52	-0.65		707.00			30SYJ0177																																			G. Mateo Sanz	22/1/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501518592																										BDBCV:BDBCV-General:1654154									Es				27/2/2017 22:21:27																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1654154	1654154		G. Mateo Sanz																																	2013	1	20												Europe				EspaÃ±a	ES	VALENCIA		LLIRIA	La Joliesa												39.67	-0.61		707.00			30SYJ0494																																			G. Mateo Sanz	20/1/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501517632																										BDBCV:BDBCV-General:1653201									Es				27/2/2017 22:11:14																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1653201	1653201		G. Mateo Sanz																																	2013	1	22												Europe				EspaÃ±a	ES	VALENCIA		VILLAMARXANT	La Balsilla												39.53	-0.64		707.00			30SYJ0278																																			G. Mateo Sanz	22/1/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501517614																										BDBCV:BDBCV-General:1653200									Es				27/2/2017 22:11:14																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1653200	1653200		G. Mateo Sanz																																	2013	1	22												Europe				EspaÃ±a	ES	VALENCIA		VILLAMARXANT	La Balsilla												39.53	-0.65		707.00			30SYJ0178																																			G. Mateo Sanz	22/1/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501517150																										BDBCV:BDBCV-General:1652715									Es				27/2/2017 22:05:59																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1652715	1652715		G. Mateo Sanz																																	2013	2	9												Europe				EspaÃ±a	ES	CASTELLON		SEGORBE	Fuente del Pino												39.77	-0.40		707.00			30SYK2205																																			G. Mateo Sanz	9/2/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501516585																										BDBCV:BDBCV-General:1652152									Es				27/2/2017 21:59:40																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1652152	1652152		G. Mateo Sanz																																	2013	1	1												Europe				EspaÃ±a	ES	CASTELLON		ALTURA	Ermita de Santa BÃ¡rbara												39.85	-0.52		707.00			30SYK1114																																			G. Mateo Sanz	1/1/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501516298																										BDBCV:BDBCV-General:1651849									Es				27/2/2017 21:56:26																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1651849	1651849		G. Mateo Sanz																																	2013	2	24												Europe				EspaÃ±a	ES	VALENCIA		LLAURI	Els Collets												39.13	-0.32		707.00			30SYJ3135																																			G. Mateo Sanz	24/2/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501516126																										BDBCV:BDBCV-General:1651705									Es				27/2/2017 21:54:56																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1651705	1651705		G. Mateo Sanz																																	2012	12	15												Europe				EspaÃ±a	ES	VALENCIA		CARLET	El Tislar												39.20	-0.57		707.00			30SYJ0942																																			G. Mateo Sanz	15/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501515567																										BDBCV:BDBCV-General:1651140									Es				27/2/2017 21:48:46																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1651140	1651140		G. Mateo Sanz																																	2012	11	27												Europe				EspaÃ±a	ES	VALENCIA		ONTINYENT	El Quincaller												38.79	-0.62		707.00			30SYH0696																																			G. Mateo Sanz	27/11/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501515565																										BDBCV:BDBCV-General:1651138									Es				27/2/2017 21:48:45																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1651138	1651138		G. Mateo Sanz																																	2012	11	27												Europe				EspaÃ±a	ES	VALENCIA		ONTINYENT	El Quincaller												38.80	-0.62		707.00			30SYH0697																																			G. Mateo Sanz	27/11/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501515529																										BDBCV:BDBCV-General:1651139									Es				27/2/2017 21:48:45																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1651139	1651139		G. Mateo Sanz																																	2012	11	27												Europe				EspaÃ±a	ES	VALENCIA		ONTINYENT	El Quincaller												38.79	-0.63		707.00			30SYH0596																																			G. Mateo Sanz	27/11/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501514915																										BDBCV:BDBCV-General:1650492									Es				27/2/2017 21:41:44																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1650492	1650492		G. Mateo Sanz																																	2013	1	22												Europe				EspaÃ±a	ES	VALENCIA		CHESTE	El Peluco												39.51	-0.66		707.00			30SYJ0076																																			G. Mateo Sanz	22/1/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501514786																										BDBCV:BDBCV-General:1650359									Es				27/2/2017 21:40:13																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1650359	1650359		G. Mateo Sanz																																	2012	10	24												Europe				EspaÃ±a	ES	VALENCIA		LLIRIA	El Palmeral												39.70	-0.62		707.00			30SYJ0397																																			G. Mateo Sanz	24/10/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501514653																										BDBCV:BDBCV-General:1650245									Es				27/2/2017 21:38:58																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1650245	1650245		G. Mateo Sanz																																	2012	11	10												Europe				EspaÃ±a	ES	ALICANTE		PEDREGUER	El Murtar												38.80	0.03		707.00			31SBC4299																																			G. Mateo Sanz	10/11/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501513707																										BDBCV:BDBCV-General:1649294									Es				27/2/2017 21:28:46																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1649294	1649294		G. Mateo Sanz																																	2013	2	24												Europe				EspaÃ±a	ES	VALENCIA		LLAURI	Cueva del Morado												39.12	-0.32		707.00			30SYJ3134																																			G. Mateo Sanz	24/2/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501513096																										BDBCV:BDBCV-General:1648690									Es				27/2/2017 21:22:25																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1648690	1648690		G. Mateo Sanz																																	2013	1	22												Europe				EspaÃ±a	ES	VALENCIA		VILLAMARXANT	Corral Nuevo												39.54	-0.65		707.00			30SYJ0179																																			G. Mateo Sanz	22/1/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501512269																										BDBCV:BDBCV-General:1647827									Es				27/2/2017 21:13:09																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1647827	1647827		G. Mateo Sanz																																	2013	2	9												Europe				EspaÃ±a	ES	CASTELLON		SEGORBE	Chacotas												39.79	-0.42		707.00			30SYK2008																																			G. Mateo Sanz	9/2/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501512110																										BDBCV:BDBCV-General:1647659									Es				27/2/2017 21:11:19																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1647659	1647659		G. Mateo Sanz																																	2012	10	18												Europe				EspaÃ±a	ES	VALENCIA		SERRA	Cerro del Campillo												39.68	-0.48		707.00			30SYJ1595																																			G. Mateo Sanz	18/10/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501511108																										BDBCV:BDBCV-General:1646670									Es				27/2/2017 21:00:25																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1646670	1646670		G. Mateo Sanz																																	2013	2	24												Europe				EspaÃ±a	ES	VALENCIA		CULLERA	Casa Pantenes												39.13	-0.29		707.00			30SYJ3335																																			G. Mateo Sanz	24/2/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501510027																										BDBCV:BDBCV-General:1645607									Es				27/2/2017 20:48:49																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1645607	1645607		G. Mateo Sanz																																	2012	11	27												Europe				EspaÃ±a	ES	VALENCIA		ONTINYENT	Casa dÂ´Antonio												38.79	-0.64		707.00			30SYH0496																																			G. Mateo Sanz	27/11/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501509877																										BDBCV:BDBCV-General:1645438									Es				27/2/2017 20:47:02																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1645438	1645438		G. Mateo Sanz																																	2013	2	24												Europe				EspaÃ±a	ES	VALENCIA		LLAURI	Casa Campos												39.14	-0.33		707.00			30SYJ3036																																			G. Mateo Sanz	24/2/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501509204																										BDBCV:BDBCV-General:1644781									Es				27/2/2017 20:39:58																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1644781	1644781		G. Mateo Sanz																																	2012	11	16												Europe				EspaÃ±a	ES	VALENCIA		TURIS	CaÃ±ada del Pavo												39.37	-0.66		707.00			30SYJ0160																																			G. Mateo Sanz	16/11/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501508234																										BDBCV:BDBCV-General:1643790									Es				27/2/2017 20:29:12																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1643790	1643790		G. Mateo Sanz																																	2012	12	7												Europe				EspaÃ±a	ES	CASTELLON		LA LLOSA	CamÃ­ Fondo												39.77	-0.21		707.00			30SYK3806																																			G. Mateo Sanz	7/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501508181																										BDBCV:BDBCV-General:1643789									Es				27/2/2017 20:29:11																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1643789	1643789		G. Mateo Sanz																																	2012	12	7												Europe				EspaÃ±a	ES	CASTELLON		LA LLOSA	CamÃ­ Fondo												39.77	-0.22		707.00			30SYK3706																																			G. Mateo Sanz	7/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501508039																										BDBCV:BDBCV-General:1643613									Es				27/2/2017 20:27:20																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1643613	1643613		G. Mateo Sanz																																	2013	1	20												Europe				EspaÃ±a	ES	VALENCIA		LLIRIA	Caicons												39.66	-0.61		707.00			30SYJ0493																																			G. Mateo Sanz	20/1/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501507908																										BDBCV:BDBCV-General:1643499									Es				27/2/2017 20:26:06																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1643499	1643499		G. Mateo Sanz																																	2012	12	7												Europe				EspaÃ±a	ES	CASTELLON		VALL DE UXO	Cabell Negre												39.78	-0.23		707.00			30SYK3607																																			G. Mateo Sanz	7/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501507551																										BDBCV:BDBCV-General:1643094									Es				27/2/2017 20:21:39																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1643094	1643094		G. Mateo Sanz																																	2012	12	7												Europe				EspaÃ±a	ES	CASTELLON		VALL DE UXO	Monte PiÃ±al												39.72	-0.66					30SYK307																																			G. Mateo Sanz	7/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501507399																										BDBCV:BDBCV-General:1642974									Es				27/2/2017 20:20:12																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1642974	1642974		G. Mateo Sanz																																	2012	12	7												Europe				EspaÃ±a	ES	CASTELLON		VALL DE UXO	Muntanyeta Negra												39.78	-0.22		707.00			30SYK3707																																			G. Mateo Sanz	7/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501507180																										BDBCV:BDBCV-General:1642732									Es				27/2/2017 20:17:36																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1642732	1642732		G. Mateo Sanz																																	2012	10	18												Europe				EspaÃ±a	ES	VALENCIA		SERRA	Barranco Rubio												39.69	-0.48		707.00			30SYJ1596																																			G. Mateo Sanz	18/10/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501506814																										BDBCV:BDBCV-General:1642430									Es				27/2/2017 20:14:04																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1642430	1642430		G. Mateo Sanz																																	2013	1	1												Europe				EspaÃ±a	ES	CASTELLON		ALTURA	Barranco Hondo												39.86	-0.53		707.00			30SYK1015																																			G. Mateo Sanz	1/1/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501505981																										BDBCV:BDBCV-General:1641555									Es				27/2/2017 20:04:13																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1641555	1641555		G. Mateo Sanz																																	2012	10	6												Europe				EspaÃ±a	ES	VALENCIA		ALGIMIA DE ALFARA	Barranco del Murteral												39.73	-0.41		707.00			30SYK2101																																			G. Mateo Sanz	6/10/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501505969																										BDBCV:BDBCV-General:1641556									Es				27/2/2017 20:04:13																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1641556	1641556		G. Mateo Sanz																																	2012	10	6												Europe				EspaÃ±a	ES	CASTELLON		SEGORBE	Barranco del Murteral												39.74	-0.41		707.00			30SYK2102																																			G. Mateo Sanz	6/10/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501503935																										BDBCV:BDBCV-General:1639482									Es				27/2/2017 19:41:46																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1639482	1639482		G. Mateo Sanz																																	2013	2	9												Europe				EspaÃ±a	ES	CASTELLON		SEGORBE	Barranco de la Saladilla												39.77	-0.44		707.00			30SYK1805																																			G. Mateo Sanz	9/2/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501503739																										BDBCV:BDBCV-General:1639297									Es				27/2/2017 19:39:34																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1639297	1639297		G. Mateo Sanz																																	2013	2	9												Europe				EspaÃ±a	ES	CASTELLON		SEGORBE	Barranco de Plumer												39.78	-0.44		707.00			30SYK1806																																			G. Mateo Sanz	9/2/2013 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501502988																										BDBCV:BDBCV-General:1638543									Es				27/2/2017 19:31:16																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1638543	1638543		G. Mateo Sanz																																	2012	12	2												Europe				EspaÃ±a	ES	VALENCIA		OLOCAU	Barranco de Olocau												39.67	-0.53		707.00			30SYJ1194																																			G. Mateo Sanz	2/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501500084																										BDBCV:BDBCV-General:1635633									Es				27/2/2017 18:59:43																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1635633	1635633		G. Mateo Sanz																																	2012	12	15												Europe				EspaÃ±a	ES	VALENCIA		BENIMODO	Coves del Puig												39.19	-0.56		707.00			30SYJ1041																																			G. Mateo Sanz	15/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501500080																										BDBCV:BDBCV-General:1635637									Es				27/2/2017 18:59:46																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1635637	1635637		G. Mateo Sanz																																	2012	12	15												Europe				EspaÃ±a	ES	VALENCIA		TOUS	Coves del Puig												39.19	-0.60		707.00			30SYJ0641																																			G. Mateo Sanz	15/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
1501500063																										BDBCV:BDBCV-General:1635634									Es				27/2/2017 18:59:44																				BDBCV	BDBCV-General			HumanObservation				BDBCV:BDBCV-General:1635634	1635634		G. Mateo Sanz																																	2012	12	15												Europe				EspaÃ±a	ES	VALENCIA		BENIMODO	Coves del Puig												39.19	-0.57		707.00			30SYJ0941																																			G. Mateo Sanz	15/12/2012 0:00:00												Convolvulus lanuginosus								Plantae	Magnoliophyta	Rosopsida	Solanales	Convolvulaceae	Convolvulus		lanuginosus				Desr. in Lam.					
