gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3855061972	6a7575fa-ae03-4ba3-b322-2da15b5033e2	77405C61-0F1D-46C1-ACDC-1213841BE562	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvulus	Convolvulus lanuginosus		SPECIES	Convolvulus lanuginosus Desr.	Convolvulus lanuginosus Desr.	Desr.	ES	Tarragona, Hospitalet.	Tarragona	PRESENT	1	d68c4230-a271-11d8-a9b3-b8a03c50a862							0.0	0.0	1969-07-01T00:00:00	1	7	1969	7532470	7532470	PRESERVED_SPECIMEN	GDA	GDA-Fanero	6701-1				CC_BY_NC_4_0	Herbarium University of Granada, Spain	S. Rivas Goday, L. Carreras & E. Valdés			2022-07-07T09:23:21.485Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3855061697	6a7575fa-ae03-4ba3-b322-2da15b5033e2	070C0306-4ECD-4A2A-95F8-C6203A473131	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvulus	Convolvulus lanuginosus		SPECIES	Convolvulus lanuginosus Desr.	Convolvulus lanuginosus Desr.	Desr.	ES	Granada, Lanjarón, Las Majadillas.	Granada	PRESENT	1	d68c4230-a271-11d8-a9b3-b8a03c50a862							0.0	0.0	1943-04-27T00:00:00	27	4	1943	7532470	7532470	PRESERVED_SPECIMEN	GDA	GDA-Fanero	5759-1		G. Blanca		CC_BY_NC_4_0	Herbarium University of Granada, Spain	Muñoz Medina			2022-07-07T09:23:21.448Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3855061658	6a7575fa-ae03-4ba3-b322-2da15b5033e2	EF57AF87-D23D-42D7-8144-00D4610B5DFF	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvulus	Convolvulus lanuginosus		SPECIES	Convolvulus lanuginosus Desr.	Convolvulus lanuginosus Desr.	Desr.	ES	Granada, Sª Nevada, Sª del Manar, Padul, cercanías de las canteras.	Granada	PRESENT	1	d68c4230-a271-11d8-a9b3-b8a03c50a862	37.0	-3.62	7071.0		900.0	0.0	0.0	0.0	1984-06-26T00:00:00	26	6	1984	7532470	7532470	PRESERVED_SPECIMEN	GDA	GDA-Fanero	17712-1		G. Blanca		CC_BY_NC_4_0	Herbarium University of Granada, Spain	Pérez Raya & Molero Mesa			2022-07-07T09:23:21.444Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3855061497	6a7575fa-ae03-4ba3-b322-2da15b5033e2	EE6191C3-A80B-4815-8F5A-DCDB97E6FBC9	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvulus	Convolvulus lanuginosus		SPECIES	Convolvulus lanuginosus Desr.	Convolvulus lanuginosus Desr.	Desr.	ES	Granada, Padul, alrededores de las canteras.	Granada	PRESENT	1	d68c4230-a271-11d8-a9b3-b8a03c50a862	37.02	-3.6	707.0		1000.0	0.0	0.0	0.0	2000-06-05T00:00:00	5	6	2000	7532470	7532470	PRESERVED_SPECIMEN	GDA	GDA-Fanero	42265-1		G. Blanca		CC_BY_NC_4_0	Herbarium University of Granada, Spain	L. Baena & L. De Manuel Jerez			2022-07-07T09:23:21.431Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3855059930	6a7575fa-ae03-4ba3-b322-2da15b5033e2	03379B4A-C164-42A5-9815-00ECCE71C2F9	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvulus	Convolvulus lanuginosus	sericeus	VARIETY	Convolvulus lanuginosus var. sericeus (Boiss.) Willk.	Convolvulus lanuginosus Desr. var. sericeus (Boiss.) Willk.	(Boiss.) Willk.	ES	Granada, Lanjarón, próx. Cerro Escolta.	Granada	PRESENT	1	d68c4230-a271-11d8-a9b3-b8a03c50a862	36.92	-3.5	707.0		700.0	0.0	0.0	0.0	1979-05-24T00:00:00	24	5	1979	7649738	7532470	PRESERVED_SPECIMEN	GDA	GDA-Fanero	10329-1		G. Blanca		CC_BY_NC_4_0	Herbarium University of Granada, Spain	J. Molero Mesa			2022-07-07T09:23:21.226Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3855059116	6a7575fa-ae03-4ba3-b322-2da15b5033e2	CB7D31B3-07E7-45FF-A896-05C9FBE3FB35	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvulus	Convolvulus lanuginosus		SPECIES	Convolvulus lanuginosus Desr.	Convolvulus lanuginosus Desr.	Desr.	ES	Granada, Villamena, de Cónchar a Albuñuelas, km 5 dirección costa, frente al pantano de Beznar, orientación SE	Granada	PRESENT	1	d68c4230-a271-11d8-a9b3-b8a03c50a862	36.96	-3.6	707.0		700.0	0.0	0.0	0.0	2001-04-19T00:00:00	19	4	2001	7532470	7532470	PRESERVED_SPECIMEN	GDA	GDA-Fanero	53476-1		L. Baena		CC_BY_NC_4_0	Herbarium University of Granada, Spain	C. Morales, C. Quesada, J.E. Linares, L. Baena & A. Arestegui			2022-07-07T09:23:21.135Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3855057129	6a7575fa-ae03-4ba3-b322-2da15b5033e2	F310CFE1-EB23-4AF3-AA9E-26987BCDF7BC	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvulus	Convolvulus lanuginosus		SPECIES	Convolvulus lanuginosus Desr.	Convolvulus lanuginosus Desr.	Desr.	ES	Granada, Sª de Lújar, Vélez de Benaudalla, Barranco de las Víboras.	Granada	PRESENT	1	d68c4230-a271-11d8-a9b3-b8a03c50a862							0.0	0.0	1970-05-18T00:00:00	18	5	1970	7532470	7532470	PRESERVED_SPECIMEN	GDA	GDA-Fanero	6219-1		G. Blanca		CC_BY_NC_4_0	Herbarium University of Granada, Spain	M. López Guadalupe			2022-07-07T09:23:20.888Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3855056421	6a7575fa-ae03-4ba3-b322-2da15b5033e2	3DBB2697-AF2B-4E29-9BF5-040E218474CC	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvulus	Convolvulus lanuginosus	sericeus	VARIETY	Convolvulus lanuginosus var. sericeus (Boiss.) Willk.	Convolvulus lanuginosus Desr. var. sericeus (Boiss.) Willk.	(Boiss.) Willk.	ES	Málaga, San Antón.	Málaga	PRESENT	1	d68c4230-a271-11d8-a9b3-b8a03c50a862							0.0	0.0					7649738	7532470	PRESERVED_SPECIMEN	GDA	GDA-Fanero	5763-1		G. Blanca		CC_BY_NC_4_0	Herbarium University of Granada, Spain	M. Laza			2022-07-07T09:23:20.791Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3855051346	6a7575fa-ae03-4ba3-b322-2da15b5033e2	1D030CC5-EF55-4760-AE55-0FFED9B9A6F0	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvulus	Convolvulus lanuginosus		SPECIES	Convolvulus lanuginosus Desr.	Convolvulus lanuginosus Desr.	Desr.	ES	Granada, Sª de Cázulas.	Granada	PRESENT	1	d68c4230-a271-11d8-a9b3-b8a03c50a862							0.0	0.0	1977-05-10T00:00:00	10	5	1977	7532470	7532470	PRESERVED_SPECIMEN	GDA	GDA-Fanero	14195-1		G. Blanca		CC_BY_NC_4_0	Herbarium University of Granada, Spain	J. Hurtado			2022-07-07T09:23:20.140Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3855048449	6a7575fa-ae03-4ba3-b322-2da15b5033e2	B8C0D1CC-548A-46FB-A4B7-0B13116FADB8	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvulus	Convolvulus lanuginosus		SPECIES	Convolvulus capitatus Cav.	Convolvulus capitatus Cav.	Cav.	ES	Valencia, Serra de la Murta, cerca de Corbera d´Alcira.	Valencia	PRESENT	1	d68c4230-a271-11d8-a9b3-b8a03c50a862							0.0	0.0	1946-05-10T00:00:00	10	5	1946	8238502	7532470	PRESERVED_SPECIMEN	GDA	GDA-Fanero	5761-1				CC_BY_NC_4_0	Herbarium University of Granada, Spain	Borja			2022-07-07T09:23:19.797Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
