id_cita;agenero;aespecie;ainfrank;ainfra;aautabre;genero;especie;infrank;infra;autabre;revisado;pais;provincia;localidad;utm;utm_aproximada;utm_x;utm_y;utm_zona;utm_banda;longitud;latitud;altitud;habitat;ferecol;colector;coleccion;nherbario
id_cita;agenero;aespecie;ainfrank;ainfra;aautabre;genero;especie;infrank;infra;autabre;corregido;pais;provincia;localidad;utm;utm_aproximada;utm_x;utm_y;utm_zona;utm_banda;longitud;latitud;altitud;habitat;ferecol;colector;coleccion;nherbario;origen_datos;registro;
2210278;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SXH83;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2210277;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SXH84;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2210276;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SXH85;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2210275;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SXH86;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2210274;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SXH87;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2210266;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SXH89;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
856537;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Crevillent;30SXH93;1;;;;;;;;;;;;;;;2743;Bolòs, O.de;1957;De vegetatione valentina, I;Collect. Bot. (Barcelona);;5: 527-596;
2210272;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SXH93;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2210282;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SXH94;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2210271;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SXH95;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2148204;Convolvulus;lanuginosus;;;Desf. in Lam.;Convolvulus;lanuginosus;;;Desf. in Lam.;;España;Alicante;Sierra del Cid;30SXH9557;0;;;;;;;;en las áreas más térmicas en matorrales calcícolas;s.f.;s.c.;ABH;;;;20012;Juan, A. & Crespo, M.B.;2003;Flora y vegetación de la Sierra del Cid (Alicante);_;Universidad de Alicante;_;
2210273;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SXH96;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2210268;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SXH97;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2210267;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SXH98;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2148224;Convolvulus;lanuginosus;;;Desf. in Lam.;Convolvulus;lanuginosus;;;Desf. in Lam.;;España;Alicante;Monforte del Cid, Sierra del Cid;30SXH9857;0;;;;;;;720;exposición 5º W;;;;;;;20012;Juan, A. & Crespo, M.B.;2003;Flora y vegetación de la Sierra del Cid (Alicante);_;Universidad de Alicante;_;
2148225;Convolvulus;lanuginosus;;;Desf. in Lam.;Convolvulus;lanuginosus;;;Desf. in Lam.;;España;Alicante;Petrer, Sierra del Cid;30SXH9857;0;;;;;;;730;;;;;;;;20012;Juan, A. & Crespo, M.B.;2003;Flora y vegetación de la Sierra del Cid (Alicante);_;Universidad de Alicante;_;
2148226;Convolvulus;lanuginosus;;;Desf. in Lam.;Convolvulus;lanuginosus;;;Desf. in Lam.;;España;Alicante;Sierra del Cid;30SXH9860;0;;;;;;;;en las áreas más térmicas en matorrales calcícolas;s.f.;s.c.;ABH;;;;20012;Juan, A. & Crespo, M.B.;2003;Flora y vegetación de la Sierra del Cid (Alicante);_;Universidad de Alicante;_;
2210264;Convolvulus;lanuginosus;;;;Convolvulus;lanuginosus;;;;;España;Alicante;Provincia de Alicante;30SXH99;0;;;;;;;;matorrales aclarados, generalmente sobre suelos pedregosos;;;;;Origen dato: Base de datos de la flora de Alicante. L. Serra, X-2009;;16206;Serra Laliga, L.;2007;Estudio crítico de la flora vascular de la provincia de Alicante: aspectos nomenclaturales, biogeográficos y de conservación;Ruizia;;19: 1-1414;
2148228;Convolvulus;lanuginosus;;;Desf. in Lam.;Convolvulus;lanuginosus;;;Desf. in Lam.;;España;Alicante;Monforte del Cid, Sierra del Cid;30SXH9956;0;;;;;;;480;exposición 20º SE;;;;;;;20012;Juan, A. & Crespo, M.B.;2003;Flora y vegetación de la Sierra del Cid (Alicante);_;Universidad de Alicante;_;
