;;;;;;;;;;;;Variables WORLD CLIM;;;;;;;;;;;;;;;;;;
code;base;gbifID;year;dateIdentified;espece;country;lon;lat;posi;studied;altitude;bio_1;bio_2;bio_3;bio_4;bio_5;bio_6;bio_7;bio_8;bio_9;bio_10;bio_11;bio_12;bio_13;bio_14;bio_15;bio_16;bio_17;bio_18;bio_19
gbif4712;4712;997559381;1975;NA;Convolvulus lanuginosus;Spain;-2,81;38,16;c;n;1190;125;121;37;6696;314;-6;320;104;216;216;46;536;68;11;39;187;55;55;156
gbif3451;3451;997579690;1985;NA;Convolvulus lanuginosus;Spain;-1,79;38,15;c;n;493;157;117;40;6017;320;29;291;124;237;238;85;346;46;6;41;115;37;43;88
gbif2145;2145;617486665;NA;NA;Convolvulus lanuginosus;Spain;-1,97;38,12;c;n;1304;116;119;38;6378;294;-12;306;94;203;203;42;538;70;16;33;181;73;73;137
bdd1997;cl1554;2210255;NA;NA;Convolvulus lanuginosus;Spain;-1,06086;38,11184;c;n;116;176;119;42;5636;327;45;282;146;250;251;107;304;51;3;49;116;25;41;74
gbif2317;2317;617489111;NA;NA;Convolvulus lanuginosus;Spain;-1,4;38,11;c;n;369;163;119;41;5856;321;33;288;131;241;241;92;335;49;5;44;117;33;44;83
gbif1754;1754;217954682;NA;NA;Convolvulus lanuginosus;Spain;-0,9;38,1;c;n;17;182;114;41;5450;326;54;272;155;252;254;114;286;53;3;54;117;23;40;69
gbif927;927;232714456;2004;NA;Convolvulus lanuginosus;Spain;-2,74811;38,09727;c;n;1026;134;120;38;6590;318;3;315;113;223;223;56;488;62;9;40;170;48;48;143
bdd2570;cl207;24398;2004;20040419;Convolvulus lanuginosus;Spain;-1,00435;38,09287;c;n;352;165;117;41;5671;316;36;280;136;239;240;96;348;55;5;44;129;34;49;84
bdd2581;cl208;24632;2004;20040419;Convolvulus lanuginosus;Spain;-0,99295;38,09268;c;n;416;161;116;41;5691;314;33;281;132;236;237;92;363;56;6;42;132;38;52;87
bdd1952;cl1513;1222735;2011;20110613;Convolvulus lanuginosus;Spain;-0,97016;38,09229;c;n;47;180;116;41;5545;327;50;277;152;252;253;112;293;52;3;51;117;24;41;71
bdd1711;cl1297;703008;2010;20100413;Convolvulus lanuginosus;Spain;-0,99243;38,08805;c;n;65;179;117;42;5545;327;49;278;150;251;252;111;296;52;3;51;116;24;41;72
gbif4181;4181;137513861;1981;NA;Convolvulus lanuginosus;Spain;-3;38,07;c;n;511;162;114;37;6496;338;33;305;116;249;249;84;398;50;4;46;140;27;33;126
gbif2910;2910;211645167;2008;NA;Convolvulus lanuginosus;Spain;-1,489;38,069;c;n;453;160;118;40;5895;318;30;288;128;237;238;88;348;48;5;41;119;35;44;88
gbif469;469;997559484;1975;NA;Convolvulus lanuginosus;Spain;-2,85;38,05;c;n;693;152;116;37;6437;330;23;307;106;238;239;75;421;53;6;43;146;34;39;129
gbif4701;4701;997539647;1975;NA;Convolvulus lanuginosus;Spain;-1,8;38,05;c;n;824;141;117;39;6143;309;12;297;121;223;224;68;416;55;9;37;138;49;53;106
gbif14401;14401;617486508;NA;NA;Convolvulus lanuginosus;Spain;-2,31;38,03;c;n;1337;116;119;38;6448;298;-12;310;94;204;204;41;551;71;15;35;188;69;69;149
bdd1996;cl1553;2210258;NA;NA;Convolvulus lanuginosus;Spain;-1,06324;38,02176;c;n;30;181;118;41;5598;330;49;281;152;254;254;111;292;50;3;50;115;22;39;74
gbif508;508;767250553;1968;NA;Convolvulus lanuginosus;Spain;-2,88751;38,02175;c;n;1233;124;121;37;6666;313;-6;319;102;215;215;46;553;69;12;39;193;55;55;165
bdd2006;cl1562;2210280;NA;NA;Convolvulus lanuginosus;Spain;-0,94938;38,01983;c;n;125;176;116;41;5546;324;47;277;148;248;250;108;305;53;4;49;120;26;43;74
bdd2865;cl2335;1010276;NA;NA;Convolvulus lanuginosus;Spain;-2,06584;38,01598;c;n;1015;132;117;38;6282;305;3;302;112;216;217;57;460;60;11;36;155;55;57;122
gbif20691;20691;617174667;NA;NA;Convolvulus lanuginosus;Spain;-0,94;38,01;c;n;152;175;116;42;5524;323;47;276;147;247;248;107;310;53;4;50;122;26;43;77
gbif4391;4391;997468947;1979;NA;Convolvulus lanuginosus;Spain;-0,93;38;c;n;156;175;115;41;5490;322;47;275;147;246;248;108;311;54;4;50;123;26;43;77
gbif3241;3241;997552151;1986;NA;Convolvulus lanuginosus;Spain;-1,21;37,99;c;n;58;180;121;42;5679;332;47;285;149;254;254;109;294;47;2;50;112;21;21;76
gbif2210;2210;232589468;2009;NA;Convolvulus lanuginosus;Spain;-1,811;37,955;c;n;846;140;116;39;6118;307;12;295;121;222;223;68;420;55;9;36;139;49;53;109
gbif4501;4501;997464736;1978;NA;Convolvulus lanuginosus;Spain;-1,12;37,93;c;n;217;172;118;41;5654;323;41;282;142;246;247;102;322;50;4;47;120;27;43;83
gbif1522;1522;211644838;1998;NA;Convolvulus lanuginosus;Spain;-1,551;37,862;c;n;1100;128;115;39;6096;294;2;292;106;209;211;56;493;63;14;33;160;64;68;125
gbif1737;1737;618143487;NA;NA;Convolvulus lanuginosus;Spain;-1,29;37,84;c;n;958;135;113;39;5913;294;10;284;104;213;215;64;468;58;12;35;153;58;65;118
bdd1994;cl1551;2210269;NA;NA;Convolvulus lanuginosus;Spain;-0,8408;37,83766;c;n;43;181;110;41;5309;320;56;264;155;249;251;115;303;54;4;50;127;25;40;78
gbif1345;1345;211644871;2001;NA;Convolvulus lanuginosus;Spain;-1,552;37,763;c;n;405;163;113;40;5699;314;36;278;132;238;239;93;334;46;5;43;118;31;41;90
gbif4651;4651;997541000;1976;NA;Convolvulus lanuginosus;Spain;-2,13;37,69;c;n;1245;122;115;38;6265;296;-4;300;100;206;208;49;520;67;14;35;175;62;64;143
gbif2151;2151;616523101;NA;NA;Convolvulus lanuginosus;Spain;-2,09;37,67;c;n;972;136;113;38;6135;303;10;293;115;218;219;63;445;57;10;37;148;48;52;124
gbif5032;5032;30300553;1969;NA;Convolvulus lanuginosus;Spain;-2,08;37,66;c;n;886;140;112;38;6091;305;15;290;119;221;223;68;424;54;9;38;140;44;49;119
gbif160;160;211644885;1998;NA;Convolvulus lanuginosus;Spain;-1,148;37,604;c;n;440;161;109;40;5525;307;38;269;133;234;236;95;359;51;6;43;133;33;45;98
gbif285;285;211645385;2008;NA;Convolvulus lanuginosus;Spain;-1,454;37,6;c;n;441;161;109;40;5613;310;38;272;132;235;237;94;342;47;5;42;123;31;40;95
gbif1459;1459;128022253;NA;NA;Convolvulus lanuginosus;Spain;-2,05538;37,59462;c;n;1047;132;113;38;6130;300;7;293;111;215;216;60;465;60;11;37;154;51;56;130
gbif1613;1613;211644869;1998;NA;Convolvulus lanuginosus;Spain;-0,854;37,59;c;n;1;183;103;41;5098;315;64;251;159;248;250;120;300;51;3;51;129;21;35;85
gbif24211;24211;616522075;NA;NA;Convolvulus lanuginosus;Spain;-2,2;37,58;c;n;1094;130;114;38;6196;300;5;295;108;213;215;58;477;61;11;38;159;51;56;136
gbif21811;21811;618143498;NA;NA;Convolvulus lanuginosus;Spain;-1,18;37,57;c;n;41;181;106;40;5270;318;59;259;154;249;251;116;290;46;3;49;117;20;34;83
gbif2663;2663;617183157;NA;NA;Convolvulus lanuginosus;Spain;-1,3;37,57;c;n;27;181;106;40;5272;319;60;259;155;250;252;117;277;44;2;49;111;18;31;79
gbif3410;3410;232714555;2007;NA;Convolvulus lanuginosus;Spain;-2,17058;37,52398;c;n;1005;135;112;38;6095;301;11;290;114;216;218;63;451;58;10;39;150;46;51;130
gbif1002;1002;211644835;2003;NA;Convolvulus lanuginosus;Spain;-1,491;37,429;c;n;120;177;102;40;5246;312;59;253;150;244;247;113;284;43;3;48;111;20;30;84
gbif4310;4310;232714690;2007;NA;Convolvulus lanuginosus;Spain;-2,32407;37,40736;c;n;883;142;109;38;6037;305;19;286;120;222;224;71;420;53;8;40;138;38;44;127
gbif3810;3810;232714736;2007;NA;Convolvulus lanuginosus;Spain;-2,32409;37,40731;c;n;883;142;109;38;6037;305;19;286;120;222;224;71;420;53;8;40;138;38;44;127
gbif449;449;232714735;2007;NA;Convolvulus lanuginosus;Spain;-2,25708;37,40487;c;n;658;152;105;38;5827;306;32;274;121;230;232;83;365;45;6;42;122;31;37;110
gbif4110;4110;232714651;2007;NA;Convolvulus lanuginosus;Spain;-2,2569;37,40485;c;n;658;152;105;38;5827;306;32;274;121;230;232;83;365;45;6;42;122;31;37;110
gbif4211;4211;232714750;2007;NA;Convolvulus lanuginosus;Spain;-2,39069;37,39573;c;n;937;139;110;38;6050;304;16;288;118;220;222;68;434;55;8;41;145;39;45;131
gbif628;628;232715203;2005;NA;Convolvulus lanuginosus;Spain;-1,71081;37,39072;c;n;253;171;101;39;5334;309;53;256;143;240;243;106;294;42;3;46;110;21;30;88
gbif884;884;232715023;2005;NA;Convolvulus lanuginosus;Spain;-1,70362;37,38705;c;n;275;170;101;39;5398;309;52;257;142;240;243;104;297;42;3;46;111;22;31;88
gbif648;648;318108332;2005;NA;Convolvulus lanuginosus;Spain;-1,71;37,38;c;n;336;167;102;39;5436;308;49;259;139;238;241;102;310;43;4;45;114;24;33;91
gbif3310;3310;232714421;2007;NA;Convolvulus lanuginosus;Spain;-1,88002;37,37163;c;n;575;155;104;39;5641;302;36;266;126;229;232;88;349;45;5;42;122;30;37;103
gbif3710;3710;232714497;2007;NA;Convolvulus lanuginosus;Spain;-1,8884;37,36841;c;n;637;152;105;39;5648;301;33;268;123;226;229;85;364;45;6;40;124;33;40;107
gbif8910;8910;232715024;2005;NA;Convolvulus lanuginosus;Spain;-1,72693;37,35895;c;n;200;173;100;39;5283;309;57;252;147;242;245;109;284;41;3;47;108;20;29;85
gbif2671;2671;204401825;1991;NA;Convolvulus lanuginosus;Spain;-2,17;37,345;c;n;346;167;99;38;5482;308;51;257;139;239;241;101;298;40;3;45;107;22;28;92
gbif2701;2701;232714431;1991;NA;Convolvulus lanuginosus;Spain;-4,3383;37,33706;c;n;1104;133;118;37;6458;317;6;311;65;221;221;57;692;91;7;56;267;35;35;263
gbif351;351;232714563;2007;NA;Convolvulus lanuginosus;Spain;-2,29546;37,33657;c;n;548;158;102;38;5663;306;40;266;128;232;235;90;339;42;5;43;116;26;33;105
gbif1161;1161;30664619;2002;NA;Convolvulus lanuginosus;Spain;-1,97;37,33;c;n;218;172;97;38;5316;309;58;251;145;241;245;108;277;39;3;45;103;19;27;85
bdd2822;cl2297;C_1;2013;20130000;Convolvulus lanuginosus;Spain;-4,3554;37,3287;c;n;859;145;115;37;6370;324;20;304;78;232;232;70;643;86;6;57;255;29;29;249
gbif14410;14410;895223221;2000;NA;Convolvulus lanuginosus;Spain;-3,897;37,327;c;n;1164;131;120;37;6597;320;2;318;64;221;221;53;629;82;8;52;232;36;36;229
gbif7110;7110;232715027;2005;NA;Convolvulus lanuginosus;Spain;-1,98054;37,32563;c;n;239;171;97;38;5320;308;57;251;144;241;244;107;282;39;3;46;104;20;27;87
gbif2451;2451;232714635;1993;NA;Convolvulus lanuginosus;Spain;-4,33966;37,32557;c;n;862;145;115;37;6370;324;20;304;78;232;232;70;637;85;6;57;252;29;29;246
gbif2571;2571;232714462;1992;NA;Convolvulus lanuginosus;Spain;-4,34497;37,32405;c;n;768;150;113;37;6319;325;25;300;83;235;235;75;621;84;5;58;249;27;27;241
gbif7310;7310;232715190;2005;NA;Convolvulus lanuginosus;Spain;-1,96519;37,32033;c;n;224;172;97;38;5308;307;58;249;145;241;244;108;277;39;3;45;103;19;27;85
gbif4261;4261;997473045;1980;NA;Convolvulus lanuginosus;Spain;-4,35;37,31;c;n;489;163;109;37;6125;329;41;288;98;246;246;90;576;81;4;59;238;23;23;228
bdd2820;cl2295;2332398;1978;19780626;Convolvulus lanuginosus;Spain;-4,35414;37,3089;c;n;489;163;109;37;6125;329;41;288;98;246;246;90;576;81;4;59;238;23;23;228
gbif7210;7210;30663689;2005;NA;Convolvulus lanuginosus;Spain;-2,1;37,3;c;n;447;162;100;38;5517;304;46;258;133;234;237;96;317;41;4;43;112;25;31;97
gbif3610;3610;232714551;2007;NA;Convolvulus lanuginosus;Spain;-2,00734;37,27318;c;n;514;158;100;38;5534;302;42;260;130;231;234;93;331;42;5;43;115;27;34;101
gbif2531;2531;30859754;1992;NA;Convolvulus lanuginosus;Spain;-2,66;37,23;c;n;1915;90;119;37;6545;279;-37;316;39;180;181;15;734;93;23;36;250;86;89;219
gbif2172;2172;204401874;1994;NA;Convolvulus lanuginosus;Spain;-2,679;37,186;c;n;1366;119;115;37;6324;297;-6;303;70;204;206;46;559;71;13;41;191;53;59;176
gbif1377;1377;860316630;NA;NA;Convolvulus lanuginosus;Spain;-2,94;37,18;c;n;1129;132;115;37;6287;309;5;304;84;217;218;58;508;63;9;45;176;39;47;169
gbif1436;1436;232714688;2000;NA;Convolvulus lanuginosus;Spain;-3,15901;37,1734;c;n;1318;123;119;38;6442;307;-5;312;74;210;211;47;575;71;11;46;203;44;52;194
gbif632;632;232715038;2005;NA;Convolvulus lanuginosus;Spain;-2,63737;37,16858;c;n;1262;124;114;38;6211;298;0;298;76;208;209;52;524;67;11;42;179;47;53;166
gbif815;815;232714906;2005;NA;Convolvulus lanuginosus;Spain;-2,62956;37,15976;c;n;1041;135;111;38;6068;302;12;290;88;216;218;64;463;58;9;43;156;39;45;149
gbif799;799;232715193;2005;NA;Convolvulus lanuginosus;Spain;-1,94149;37,13463;c;n;98;178;91;38;4993;303;68;235;154;242;246;118;255;37;2;48;99;16;23;82
gbif771;771;232715192;2005;NA;Convolvulus lanuginosus;Spain;-1,94253;37,09025;c;n;730;148;100;38;5597;294;33;261;120;222;225;83;378;46;6;42;129;32;39;116
bdd2067;cl1617;1487578;NA;NA;Convolvulus lanuginosus;Spain;-3,33737;37,04574;c;n;2822;42;124;37;6707;242;-86;328;-10;136;136;-33;1101;131;38;36;378;135;135;340
gbif434;434;910445924;2013;NA;Convolvulus lanuginosus;Spain;-4,73333;36,98409;c;n;427;164;102;38;5505;312;50;262;107;237;238;98;645;99;2;66;288;20;26;272
gbif2110;2110;415616963;2009;NA;Convolvulus lanuginosus;Spain;-4,736;36,984;c;n;427;164;102;38;5505;312;50;262;107;237;238;98;645;99;2;66;288;20;26;272
gbif962;962;232715246;2004;NA;Convolvulus lanuginosus;Spain;-4,73504;36,98051;c;n;455;163;103;39;5578;312;48;264;105;237;238;96;648;99;3;65;289;21;27;273
gbif695;695;232714731;2005;NA;Convolvulus lanuginosus;Spain;-2,66467;36,97502;c;n;852;144;105;37;5859;302;25;277;85;222;224;75;411;51;6;46;141;29;36;138
gbif549;549;232714787;2006;NA;Convolvulus lanuginosus;Spain;-3,15057;36,95822;c;n;903;143;113;38;6101;313;18;295;81;225;226;71;453;59;6;50;164;27;36;161
gbif763;763;910445940;2013;NA;Convolvulus lanuginosus;Spain;-4,769;36,957;c;n;514;160;103;39;5534;309;45;264;103;233;234;93;665;101;3;65;296;22;28;280
gbif874;874;232714844;2005;NA;Convolvulus lanuginosus;Spain;-3,01308;36,95354;c;n;503;161;101;37;5655;311;44;267;103;236;238;94;349;46;4;50;129;19;26;126
gbif13671;13671;617351143;NA;NA;Convolvulus lanuginosus;Spain;-3;36,95;c;n;720;151;107;38;5842;310;31;279;92;229;231;82;397;51;5;49;143;24;31;141
gbif1495;1495;30859224;1999;NA;Convolvulus lanuginosus;Spain;-4,57;36,95;c;n;905;141;110;38;5876;305;22;283;81;221;221;72;688;98;5;61;290;28;28;279
gbif6810;6810;232714699;2005;NA;Convolvulus lanuginosus;Spain;-2,58961;36,94927;c;n;685;151;100;38;5606;299;36;263;95;225;229;85;364;44;5;47;127;24;31;123
gbif565;565;232714788;2006;NA;Convolvulus lanuginosus;Spain;-4,13186;36,94296;c;n;847;145;112;38;5986;312;22;290;82;226;226;74;563;80;5;58;233;26;26;221
bdd2834;cl2307;2248703;NA;NA;Convolvulus lanuginosus;Spain;-4,13425;36,94165;c;n;849;145;112;38;5957;312;22;290;82;225;225;74;566;80;5;57;234;26;26;223
gbif466;466;232714852;2007;NA;Convolvulus lanuginosus;Spain;-4,11946;36,93069;c;n;681;153;108;38;5788;312;33;279;92;231;231;84;524;77;5;59;222;24;24;208
gbif515;515;910445946;2013;NA;Convolvulus lanuginosus;Spain;-4,757;36,93;c;n;967;138;111;39;5872;303;19;284;78;217;217;68;740;105;5;62;314;28;36;304
gbif440;440;997464996;1979;NA;Convolvulus lanuginosus;Spain;-3,51;36,92;c;n;709;152;114;38;5988;321;27;294;90;233;233;80;434;60;5;53;169;21;21;163
gbif852;852;232714928;2005;NA;Convolvulus lanuginosus;Spain;-2,94106;36,91753;c;n;1021;136;111;38;6055;305;13;292;75;218;219;65;467;58;7;48;163;32;40;161
gbif4251;4251;199470425;1980;NA;Convolvulus lanuginosus;Spain;-4,07;36,91;c;n;1475;114;120;38;6266;296;-12;308;50;199;199;41;730;95;10;54;279;43;43;275
gbif379;379;199469529;1983;NA;Convolvulus lanuginosus;Spain;-4,0725;36,90291;c;n;1578;109;120;38;6280;293;-17;310;43;195;195;36;761;99;11;53;288;47;47;285
gbif665;665;204401641;2005;NA;Convolvulus lanuginosus;Spain;-2,646;36,897;c;n;1175;129;111;38;6046;296;6;290;82;209;212;58;496;63;10;43;169;41;48;163
gbif1042;1042;232714548;2003;NA;Convolvulus lanuginosus;Spain;-4,10842;36,89556;c;n;554;158;105;38;5645;311;40;271;99;234;234;91;498;76;4;60;215;21;21;200
gbif7010;7010;232714696;2005;NA;Convolvulus lanuginosus;Spain;-2,64683;36,89389;c;n;1175;129;111;38;6046;296;6;290;82;209;212;58;496;63;10;43;169;41;48;163
gbif553;553;232714803;2006;NA;Convolvulus lanuginosus;Spain;-3,33699;36,889;c;n;566;158;107;38;5786;317;37;280;98;236;236;89;384;53;4;53;149;19;26;144
gbif1014;1014;232714575;2003;NA;Convolvulus lanuginosus;Spain;-4,07093;36,885;c;n;1141;131;116;38;6084;305;6;299;68;213;213;59;630;84;7;56;250;32;32;243
gbif1052;1052;199470293;2003;NA;Convolvulus lanuginosus;Spain;-4,083;36,884;c;n;927;141;113;38;5933;309;19;290;79;222;222;71;571;79;6;57;234;27;27;224
gbif1032;1032;232714534;2003;NA;Convolvulus lanuginosus;Spain;-4,08065;36,87958;c;n;863;144;112;38;5890;310;22;288;83;224;224;74;554;78;5;57;229;26;26;218
gbif1078;1078;232714529;2003;NA;Convolvulus lanuginosus;Spain;-4,08011;36,87953;c;n;863;144;112;38;5890;310;22;288;83;224;224;74;554;78;5;57;229;26;26;218
bdd2836;cl2309;1042575;NA;NA;Convolvulus lanuginosus;Spain;-4,07722;36,87908;c;n;863;144;112;38;5890;310;22;288;83;224;224;74;554;78;5;57;229;26;26;218
bdd2835;cl2308;2248707;NA;NA;Convolvulus lanuginosus;Spain;-4,08844;36,87898;c;n;694;152;108;38;5775;310;32;278;92;230;230;83;516;76;5;58;219;24;24;205
gbif1113;1113;232714628;2003;NA;Convolvulus lanuginosus;Spain;-3,78042;36,87049;c;n;1180;129;118;38;6187;308;3;305;66;213;213;56;590;77;8;52;227;34;34;222
gbif441;441;997541097;1979;NA;Convolvulus lanuginosus;Spain;-3,46;36,87;c;n;428;165;104;38;5625;316;46;270;106;240;240;97;365;51;3;56;148;16;22;140
gbif1942;1942;204401828;1996;NA;Convolvulus lanuginosus;Spain;-2,703;36,87;c;n;678;152;100;38;5621;300;37;263;96;227;229;86;368;46;5;48;131;23;30;128
gbif2073;2073;204401826;1995;NA;Convolvulus lanuginosus;Spain;-2,658;36,87;c;n;803;146;103;38;5762;299;29;270;89;223;225;78;394;49;6;47;137;27;34;134
gbif6710;6710;204401642;2005;NA;Convolvulus lanuginosus;Spain;-2,624;36,87;c;n;759;148;101;37;5683;298;31;267;91;223;226;81;383;47;5;48;134;26;32;131
gbif3210;3210;199470392;2007;NA;Convolvulus lanuginosus;Spain;-4,542;36,861;c;n;408;165;98;38;5335;306;53;253;110;236;237;102;598;94;3;66;270;21;26;253
gbif5812;5812;997542549;1933;NA;Convolvulus lanuginosus;Spain;-4,12;36,86;c;n;294;171;96;38;5308;309;59;250;115;242;242;107;464;74;3;63;207;18;22;191
gbif2179;2179;618119507;NA;NA;Convolvulus lanuginosus;Spain;-3,44;36,86;c;n;976;139;116;38;6106;313;13;300;76;222;222;67;491;66;6;53;185;27;27;181
gbif2138;2138;617138908;NA;NA;Convolvulus lanuginosus;Spain;-3,11;36,86;c;n;1058;135;113;38;6074;306;11;295;74;217;218;64;487;61;7;49;174;32;40;172
gbif14471;14471;616839714;NA;NA;Convolvulus lanuginosus;Spain;-2,77;36,86;c;n;1520;112;116;38;6255;289;-13;302;63;196;198;39;603;77;14;42;209;55;61;196
gbif675;675;616839213;NA;NA;Convolvulus lanuginosus;Spain;-3;36,86;c;n;632;155;103;38;5716;308;37;271;97;231;233;87;374;49;4;50;139;21;28;135
gbif935;935;616784069;NA;NA;Convolvulus lanuginosus;Spain;-2,1;36,86;c;n;157;174;84;37;4860;295;71;224;152;237;241;117;253;35;2;48;96;15;22;85
gbif315;315;232714811;2007;NA;Convolvulus lanuginosus;Spain;-4,54725;36,85886;c;n;408;165;98;38;5335;306;53;253;110;236;237;102;598;94;3;66;270;21;26;253
bdd2862;cl2332;1764552;NA;NA;Convolvulus lanuginosus;Spain;-3,67306;36,85501;c;n;1048;136;117;38;6165;312;9;303;73;219;219;63;537;71;7;53;207;30;30;202
bdd2861;cl2331;1764553;NA;NA;Convolvulus lanuginosus;Spain;-3,70671;36,85482;c;n;970;140;116;38;6066;313;14;299;76;222;222;68;519;70;6;54;203;27;27;197
bdd2845;cl2317;1039219;NA;NA;Convolvulus lanuginosus;Spain;-3,91982;36,85336;c;n;890;143;113;38;5966;311;19;292;80;224;224;72;527;72;6;56;214;26;26;204
bdd2841;cl2313;1042274;NA;NA;Convolvulus lanuginosus;Spain;-3,9759;36,85291;c;n;711;151;109;38;5782;312;30;282;90;230;230;83;494;71;5;57;207;23;23;195
gbif1102;1102;232714614;2003;NA;Convolvulus lanuginosus;Spain;-3,7429;36,85185;c;n;858;145;114;38;5991;315;20;295;82;226;226;73;492;67;5;54;196;24;24;188
gbif14411;14411;617666199;NA;NA;Convolvulus lanuginosus;Spain;-4,23;36,85;c;n;308;170;95;38;5248;306;59;247;116;240;240;108;495;79;3;64;223;18;22;207
gbif1063;1063;199470294;2003;NA;Convolvulus lanuginosus;Spain;-3,97;36,849;c;n;819;146;112;39;5864;310;23;287;85;225;225;76;518;72;5;56;214;25;25;203
bdd2860;cl2330;1764554;NA;NA;Convolvulus lanuginosus;Spain;-3,70663;36,8458;c;n;1048;136;117;39;6125;310;10;300;73;218;218;63;541;72;7;53;209;30;30;203
bdd2844;cl2316;1042323;NA;NA;Convolvulus lanuginosus;Spain;-3,93093;36,84426;c;n;744;150;110;38;5822;312;28;284;89;228;228;80;491;70;5;58;205;23;23;193
bdd2840;cl2312;2248709;NA;NA;Convolvulus lanuginosus;Spain;-3,97579;36,8439;c;n;713;151;109;38;5757;310;30;280;90;229;229;83;495;71;5;57;208;23;23;196
gbif1973;1973;204401827;1996;NA;Convolvulus lanuginosus;Spain;-2,815;36,843;c;n;1317;122;113;38;6143;295;-1;296;74;204;206;50;542;69;11;44;188;45;52;181
gbif6111;6111;232714796;2006;NA;Convolvulus lanuginosus;Spain;-4,55734;36,8401;c;n;420;165;98;39;5270;304;53;251;110;234;235;101;601;95;3;65;272;21;26;254
gbif1082;1082;232714605;2003;NA;Convolvulus lanuginosus;Spain;-3,71561;36,83768;c;n;1150;131;117;38;6136;307;4;303;68;214;214;58;572;75;7;53;219;32;32;214
gbif862;862;232714940;2005;NA;Convolvulus lanuginosus;Spain;-2,8301;36,83646;c;n;1110;132;111;38;5991;299;11;288;73;213;215;62;484;61;8;46;167;36;43;165
gbif1939;1939;31958305;NA;NA;Convolvulus lanuginosus;Spain;-3,678;36,833;c;n;508;160;106;38;5657;314;40;274;100;236;236;92;402;56;4;56;167;19;19;156
gbif4021;4021;199469590;1982;NA;Convolvulus lanuginosus;Spain;-3,959;36,831;c;n;786;148;111;39;5822;310;26;284;87;227;227;78;507;72;5;57;211;23;23;199
bdd2842;cl2314;1039221;NA;NA;Convolvulus lanuginosus;Spain;-3,96435;36,82596;c;n;786;148;111;39;5822;310;26;284;87;227;227;78;507;72;5;57;211;23;23;199
bdd2838;cl2310;1042292;NA;NA;Convolvulus lanuginosus;Spain;-3,97556;36,82587;c;n;572;158;105;38;5599;309;39;270;98;233;233;91;466;70;4;60;200;20;20;186
gbif3971;3971;199469492;1982;NA;Convolvulus lanuginosus;Spain;-3,84;36,82;c;n;1117;132;117;39;6101;307;7;300;70;215;215;60;578;77;7;54;227;31;31;221
bdd2863;cl2333;1764555;NA;NA;Convolvulus lanuginosus;Spain;-3,65032;36,81908;c;n;830;146;114;39;5948;314;22;292;84;226;226;75;474;65;5;54;188;24;24;181
bdd2847;cl2319;1042231;NA;NA;Convolvulus lanuginosus;Spain;-3,89697;36,81748;c;n;507;160;104;38;5548;310;43;267;101;235;235;94;435;65;4;58;186;20;20;172
gbif1702;1702;318108136;1997;NA;Convolvulus lanuginosus;Spain;-3,68;36,81;c;n;273;171;98;38;5356;311;57;254;115;242;243;107;367;53;3;59;157;15;20;146
gbif1023;1023;199470295;2003;NA;Convolvulus lanuginosus;Spain;-3,768;36,805;c;n;814;146;113;39;5895;312;23;289;85;226;226;76;482;66;5;55;195;24;24;186
gbif903;903;199470308;2004;NA;Convolvulus lanuginosus;Spain;-3,846;36,804;c;n;745;150;111;39;5813;312;28;284;89;228;228;81;475;66;5;56;196;23;23;185
bdd2858;cl2329;2248706;NA;NA;Convolvulus lanuginosus;Spain;-3,77346;36,80031;c;n;814;146;113;39;5895;312;23;289;85;226;226;76;482;66;5;55;195;24;24;186
bdd2854;cl2325;2248705;NA;NA;Convolvulus lanuginosus;Spain;-3,85192;36,79978;c;n;465;162;103;38;5502;310;45;265;104;236;236;96;419;62;3;60;181;17;17;168
bdd2846;cl2318;1039228;NA;NA;Convolvulus lanuginosus;Spain;-3,89676;36,79945;c;n;295;170;97;38;5307;309;57;252;115;241;241;106;407;62;3;61;178;17;17;165
