id_releve	orga_fournisseur	programmes	date_releve_deb	date_releve_fin	releve_type	observateurs	insee	lieudit	comm_loc	comm_milieu	lithologie	geologie	exposition	pente	rec_total	refbiblio	page	code_perso	id_precision	x_l93	y_l93
2693441	Association INFLOVAR		2001-02-25	2001-02-25	Relevé de terrain	INCONNU 	83035	CHEMIN DE PIPETTE 	chemin de Pipette un peu au dessus de la ligne M.T.										T	925883	6241699
8015392	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0293MTDA15	P	921440	6240294
8372248	Naturalia Environnement		2016-06-16	2016-06-16	Relevé de terrain	PRUNIER Robin	83016												P	928120	6241809
12247184	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13028	BOIS DE MENTAURE											P	910768	6238814
359455	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-24	2007-04-24	Relevé de terrain	LEJEUNE Solenne	83112	LA NARTETTE	Le long de la piste de protection incencie La Fauconnière										P	919293	6232582
1162169	Conservatoire botanique national méditerranéen de Porquerolles		1990-06-15	1990-06-15	Bibliographie	LAVAGNE André	83035		un peu à l'est du D26 entre le brûlat et le Camp, 100m au nord du point coté 304m							LAVAGNE A., 1995. Contribution à la connaissance de la flore du département du Var. Bull. Soc. linn. Provence 46 : 119-149.	130		T	924730	6242305
348634	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2007-05-27	2007-05-27	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	LES LUCQUETTES		Garrigues								224	P	923867	6238652
8015583	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0356MTDA15	P	920522	6239009
1080729	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2014-11-10	2014-11-10	Relevé de terrain	MORVANT Yves / MICHAUD Henri	83112	PORT D'ALON	GARRIGUES	GARRIGUES		Roches sédimentaires carbonatées : calcaires						050Y	P	920650	6231708
1400812	Bureau d'études ECO-MED (Ecologie et Médiation)		2011-05-05	2011-05-05	Relevé de terrain	VOLANT Jérôme	13028												P	910779	6238519
259868	Conservatoire botanique national méditerranéen de Porquerolles		1997-01-01	1997-12-31	Relevé de terrain	MICHAUD Henri	13028	ROUMAGOUA											T	910897	6238701
8372635	Naturalia Environnement		2016-06-30	2016-06-30	Relevé de terrain	PRUNIER Robin	83123												P	926036	6233011
8705717	Conservatoire d'espaces naturels du Languedoc-Roussillon		2020-05-07	2020-05-07	Relevé de terrain	NICOLAS Sylvain	66071												P	676941	6185158
8362312	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2018-12-02	2018-12-02	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112	LE PIGEONNIER	bord de piste	""							""	014y	P	918994	6232634
327545	Conservatoire botanique national méditerranéen de Porquerolles	Programme Livre Rouge des Espèces Végétales Menacées	2003-03-02	2003-03-02	Communication écrite ou orale	MORVANT Yves / MICHAUD Henri	83123	OUVRAGE DE LA POINTE	Sud de l'Ouvrage de la Pointe.;									3211	P	926064	6233038
364162	Naturalia Environnement		2011-02-17	2011-02-17	Relevé de terrain	BIANCHIN Nicolas	83112												P	918570	6232409
284926	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13023	LA LOUSIANNE											P	917073	6238380
8372641	Naturalia Environnement		2016-06-30	2016-06-30	Relevé de terrain	PRUNIER Robin	83123												P	926073	6233031
272609	Réseau des botanistes amateurs du CBNMed		1993-01-01	1993-12-31	Relevé de terrain	MOUTTE Paul	13028	LES PLAINES BARONNES											T	916801	6237169
12247159	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13022	BOIS DE MENTAURE											P	909851	6239266
8372642	Naturalia Environnement		2016-06-30	2016-06-30	Relevé de terrain	PRUNIER Robin	83123												P	926079	6233035
8014985	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0296MTDA15	P	921402	6240349
1170758	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-10-25	2015-10-25	Relevé de terrain	MORVANT Yves / MICHAUD Henri	83112	LE PIGEONNIER	SENTIER DE LA CITERNE									292Y	P	918640	6232425
8015630	Agence MTDA		2015-05-05	2015-05-05	Relevé de terrain	MALLOL Sébastien	83027											0361MTDA15	P	922633	6236895
658053	Bureau d'études ECOSPHERE		2013-05-24	2013-05-24	Relevé de terrain	CROUZET Nicolas	83035												P	926879	6241995
362279	Bureau d'Etudes CERCIS		2010-01-01	2010-12-31	Bibliographie	FAURE Karine	83112									CERCIS, Andromède océanologie, 2010. Réseau Natura 2000. Site La Pointe fauconnière (FR9301609). Document d'objectifs.			P	918982	6232000
8362308	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2018-12-02	2018-12-02	Relevé de terrain	MORVANT Yves / MICHAUD Henri / PAQUIER Thibault	83112	LE PIGEONNIER	bord de piste									018y	P	918502	6232367
8413799	Bureau d'études ECO-MED (Ecologie et Médiation)		2013-09-11	2013-09-11	Relevé de terrain	JUINO David	83027												P	922096	6240669
8015603	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0333MTDA15	P	920610	6239386
8708193	Conservatoire d'espaces naturels du Languedoc-Roussillon		2007-11-27	2007-11-27	Relevé de terrain	SIROT Benjamin	11188												P	701041	6208966
8015600	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0352MTDA15	P	920497	6239640
8015588	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0311MTDA15	P	921314	6240416
284957	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	AUDA Pascal	13028	ROUMAGOUA											P	911189	6238499
12246860	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	FERREIRA Olivier	13022	BOIS DE MENTAURE											P	910393	6238597
295386	Bureau d'études ECO-MED (Ecologie et Médiation)		2009-07-21	2009-07-21	Relevé de terrain	AUDA Pascal	13028	ROUMAGOUA											P	910768	6238798
8015375	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0313MTDA15	P	921305	6240411
414156	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2012-11-01	2012-11-01	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112	PORT D'ALON	ADRET	GARRIGUE		Roches sédimentaires carbonatées : calcaires						366Y	P	920435	6231810
357907	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2010-03-14	2010-03-14	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83009	ROUSTAGNON										118y	P	922769	6231262
8707057	Conservatoire d'espaces naturels du Languedoc-Roussillon		2016-04-27	2016-04-27	Relevé de terrain	BOUTELOUP Romain	66069												P	685110	6190722
284842	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-30	2007-05-30	Relevé de terrain	LEJEUNE Solenne	13023	LES YSSARDS											P	915560	6238958
284785	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	AUDA Pascal	13028	ROUMAGOUA											P	911478	6238810
12246100	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13022	BOIS DE MENTAURE											P	910542	6238727
1400805	Bureau d'études ECO-MED (Ecologie et Médiation)		2011-04-20	2011-04-20	Relevé de terrain	VOLANT Jérôme	13028												P	910799	6238569
5141	Association des Ecologistes de l'Euzière		2006-01-01	2006-12-31	Relevé de terrain	INCONNU 	11266	GARRIGUE HAUTE	Garrigue haute au Plat des Graniers									0285PT	P	699187	6210635
1400811	Bureau d'études ECO-MED (Ecologie et Médiation)		2011-04-19	2011-04-19	Relevé de terrain	VOLANT Jérôme	13028												P	910789	6238519
359412	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-26	2007-06-26	Relevé de terrain	LEJEUNE Solenne	83035	LES VAS											P	925499	6237115
284831	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912359	6238951
8705065	Conservatoire d'espaces naturels du Languedoc-Roussillon		2016-04-27	2016-04-27	Relevé de terrain	BOUTELOUP Romain	66069												P	684748	6190444
8393292	Carex - BE d'Anne Paris		2017-04-28	2017-04-28	Relevé de terrain	PARIS Anne / MARC Jean-Yves	11436		[Centroide de la zone d'étude de 3162654 m².]										T	689553	6213184
8060698	Conservatoire d'espaces naturels du Languedoc-Roussillon		2015-04-30	2015-04-30	Relevé de terrain	SIROT Benjamin	11379												P	700263	6218397
359459	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-26	2007-04-26	Relevé de terrain	LEJEUNE Solenne	83112	LA MADRAGUE	Massif dunaire										P	919703	6233054
658058	Bureau d'études ECOSPHERE		2013-05-28	2013-05-28	Relevé de terrain	CROUZET Nicolas	83035												P	927460	6241811
1152823	Société Linnéenne de Provence		2010-11-17	2010-11-17	Relevé de terrain	VOLANT Jérôme	13022												P	910669	6238999
8616620	Réseau des botanistes amateurs du CBNMed		2008-04-12	2008-04-12	Relevé de terrain	LEWIN Jean-Marc	66190	Vallon du Mas Dacs	Au nord du village.	Garrigue, friches, pelouses.								4128	T	693491	6194847
603241	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2013-01-28	2013-01-28	Relevé de terrain	PIRES Mathias / MICHAUD Henri / PAVON Daniel	13033	CALANQUE DES ANTHÉNORS		Garrigue littorale		Roches sédimentaires carbonatées : grès							P	879092	6250495
333218	Réseau des botanistes amateurs du CBNMed		2005-05-15	2005-05-15	Relevé de terrain	MORVANT Yves / CRUON Roger	83035	CAMP DE PENON	Du Camp de Penon vers le Font de Marc - piste	Garrigues ouvertes sur ancienne pinède incendiée			Sud-Est	< à 1°				1	T	921500	6241758
361502	Réseau des botanistes amateurs du CBNMed		2010-12-09	2010-12-09	Relevé de terrain	MORVANT Yves	83009	PISTE DE ROUSTAGNON										205Y	P	922702	6231702
352271	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2008-12-07	2008-12-07	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027		GR 51 DESCENTE VERS LA CITERNE									0271Y	P	919447	6239667
8706796	Conservatoire d'espaces naturels du Languedoc-Roussillon		2016-05-27	2016-05-27	Relevé de terrain	BOUTELOUP Romain	66069												P	685062	6190907
1080722	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2014-11-10	2014-11-10	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112		ENTRE LE PORT D'ALON ET LE COLLET REDON	FRICHE GARRIGUES								057Y	P	920206	6232025
359349	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-24	2007-04-24	Relevé de terrain	LEJEUNE Solenne	83112	LA NARTETTE											P	919064	6232542
8465909	Réseau des botanistes amateurs du CBNMed		2019-12-20	2019-12-20	Relevé de terrain	GARCIA Jean-René / ANDRIEU Frédéric / BARREAU Dominique / COSTE Jean-Marie / CASIEZ Christine	11202	PHARE DE CAP LEUCATE	""	""							""	""	P	704678	6201273
1173290	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-11-15	2015-11-15	Relevé de terrain	MORVANT Yves / MICHAUD Henri	83027	VALLON DU FAINÉANT	PISTE DU FAINEANT									115Y	P	918904	6238590
361517	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2010-12-18	2010-12-18	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	LE DEFENDS										221Y	P	922533	6236412
284820	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	LEJEUNE Solenne / AUDA Pascal	13028	ROUMAGOUA											P	911088	6238909
413815	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2012-11-01	2012-11-01	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112	LE PORT D'ALON	TALUS D'ADRET	GARRIGUE		Roches éruptives : granites						369Y	P	920395	6231680
8121563	Parc national des Calanques		2016-05-22	2016-05-22	Relevé de terrain	ONOFRIO Patrice, d'	13028	BOIS DE MENTAURE											P	910784	6238832
362254	Bureau d'Etudes CERCIS		2010-01-01	2010-12-31	Bibliographie	FAURE Karine	83112		en bordure du chemin							CERCIS, Andromède océanologie, 2010. Réseau Natura 2000. Site La Pointe fauconnière (FR9301609). Document d'objectifs.			P	921527	6231064
8703839	Conservatoire d'espaces naturels du Languedoc-Roussillon		2020-05-07	2020-05-07	Relevé de terrain	NICOLAS Sylvain	66071												P	677258	6185169
359369	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-26	2007-04-26	Relevé de terrain	LEJEUNE Solenne	83112	PORT D'ALON											P	920217	6231553
19220	Réseau des botanistes amateurs du CBNMed		2000-06-01	2000-06-01	Relevé de terrain	BRUNET Catherine	11202	PELAT										Base de données Dominique BARREAU	T	703876	6202538
359461	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-26	2007-06-26	Relevé de terrain	LEJEUNE Solenne	83035	VALLON DU CANNET											P	921760	6240859
8372551	Naturalia Environnement		2016-04-27	2016-04-27	Relevé de terrain	PRUNIER Robin	83016												P	928164	6241773
284930	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13028	LA LOUSIANNE											P	917324	6237630
10356847	Bureau d'études NYMPHALIS		2018-12-29	2018-12-29	Relevé de terrain	LEJEUNE Romain	11202												P	700274	6199673
341615	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2005-11-12	2005-11-12	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112	LE PIGEONNIER	bord des sentier	garrigues								0284v	P	918623	6232592
5139	Association des Ecologistes de l'Euzière		2006-01-01	2006-12-31	Relevé de terrain	INCONNU 	11266	CHANTE PERDRIX										0296PT	P	700881	6210095
362283	Bureau d'Etudes CERCIS		2010-01-01	2010-12-31	Bibliographie	FAURE Karine	83112									CERCIS, Andromède océanologie, 2010. Réseau Natura 2000. Site La Pointe fauconnière (FR9301609). Document d'objectifs.			P	918532	6232355
12244472	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	FERREIRA Olivier	13028	BOIS DE MENTAURE											P	910647	6238843
284905	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912688	6239442
1400779	Bureau d'études ECO-MED (Ecologie et Médiation)		2012-04-17	2012-04-17	Relevé de terrain	VOLANT Jérôme	13028												P	914394	6236955
284906	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912498	6239372
8704703	Conservatoire d'espaces naturels du Languedoc-Roussillon		2020-05-12	2020-05-12	Relevé de terrain	NICOLAS Sylvain	66071												P	677021	6185504
8372640	Naturalia Environnement		2016-06-30	2016-06-30	Relevé de terrain	PRUNIER Robin	83123												P	926049	6233028
1400808	Bureau d'études ECO-MED (Ecologie et Médiation)		2011-04-20	2011-04-20	Relevé de terrain	VOLANT Jérôme	13028												P	910789	6238549
8015617	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0336MTDA15	P	920592	6239424
414154	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2012-11-01	2012-11-01	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112	LE PORT D'ALON	BORD DE ROUTE	GARRIGUE 		Roches sédimentaires carbonatées : calcaires						368Y	P	920288	6231565
10355309	Bureau d'études NYMPHALIS		2019-06-06	2019-06-06	Relevé de terrain	LEJEUNE Romain	11266												P	700949	6210557
8015627	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0318MTDA15	P	921367	6240488
1400787	Bureau d'études ECO-MED (Ecologie et Médiation)		2012-05-11	2012-05-11	Relevé de terrain	VOLANT Jérôme	13028												P	914344	6237005
10011	Conservatoire botanique national méditerranéen de Porquerolles		1998-01-01	1998-12-31	Relevé de terrain	MICHAUD Henri	11262	ROMARIN	Le Romarin près de la Petite Rouquette										P	711240	6227675
359415	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-29	2007-06-29	Relevé de terrain	LEJEUNE Solenne	83009	PARC BELLEVUE											P	922469	6230987
284880	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	LEJEUNE Solenne / AUDA Pascal	13028	ROUMAGOUA											P	911288	6238550
8706226	Conservatoire d'espaces naturels du Languedoc-Roussillon		2020-05-12	2020-05-12	Relevé de terrain	NICOLAS Sylvain	66071												P	677246	6185846
8611268	Réseau des botanistes amateurs du CBNMed		2013-02-23	2013-02-23	Relevé de terrain	LEWIN Jean-Marc	66071	Comelles dels Barrencs	A l'est du village.	garrigue.								995	T	676714	6185586
297395	Office national des forêts		2005-07-01	2005-07-31	Bibliographie	FERREIRA Olivier	13022		[site Natura 2000 FR9301602]							LE MIRE PECHEUX L., AUSCHER F., TETEFORT N., 2007. Site Natura 2000 FR9301602 ZSC Calanques, Iles Marseillaises, Cap Canaille et Massif du Grand Caunet - secteur des Calanques et de l'Archipel de Riou. Document de synthèse. GIP des Calanques, 299 p.			P	910638	6238864
359436	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-29	2007-06-29	Relevé de terrain	LEJEUNE Solenne	83009	ROUSTAGNON	près de la citerne										P	922738	6231718
357857	Réseau des botanistes amateurs du CBNMed		2010-02-18	2010-02-18	Relevé de terrain	MORVANT Yves	83027	LA TOUSSANE	GR 51 ENTRE LA TOUSSANE ET LE FOUR A CADE									048Y	P	919704	6238537
12244502	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13022	BOIS DE MENTAURE											P	909857	6239195
8384610	Parc naturel régional de la Narbonnaise		2018-05-22	2018-05-22	Relevé de terrain	NICOLAS Sylvain	11266	CHANTE PERDRIX	T1-3	sol nu 20 %									P	700888	6210142
1400778	Bureau d'études ECO-MED (Ecologie et Médiation)		2012-03-27	2012-03-27	Relevé de terrain	VOLANT Jérôme	13028												P	914394	6236985
8628506	Parc national des Calanques		2019-03-29	2019-03-29	Relevé de terrain	ONOFRIO Patrice, d' / GUBERT Bertrand / IMBERT Mathieu / RAMEAU Thibault	13028	BOIS DE MENTAURE										19613	P	910656	6238840
8015631	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0298MTDA15	P	921381	6240356
8060701	Conservatoire d'espaces naturels du Languedoc-Roussillon		2015-04-30	2015-04-30	Relevé de terrain	SIROT Benjamin	11379												P	700256	6218365
1173273	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-11-15	2015-11-15	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	LES BARBAROUX	PISTE DU TELEGRAPHE									129Y	P	918141	6238746
359432	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-26	2007-06-26	Relevé de terrain	LEJEUNE Solenne	83027	LE MALPASSET											P	920483	6238828
351621	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2008-05-12	2008-05-12	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83035	CHATEAU VIEUX		zone ouverte rocailleuse entre garrigues et pinède								0303y	P	924738	6236788
284827	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-30	2007-05-30	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912277	6239592
1400768	Bureau d'études ECO-MED (Ecologie et Médiation)		2011-08-19	2011-08-19	Relevé de terrain	VOLANT Jérôme	13023												P	915252	6238497
8362300	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2018-12-02	2018-12-02	Relevé de terrain	MICHAUD Henri / MORVANT Yves / PAQUIER Thibault	83112	LE PIGEONNIER	BORD DE PISTE	""							""	022Y	P	918808	6232484
359386	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	83027	LA SAMBRE											P	918154	6237652
284855	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-30	2007-05-30	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912288	6238771
8413795	Bureau d'études ECO-MED (Ecologie et Médiation)		2013-09-11	2013-09-11	Relevé de terrain	JUINO David	83027												P	922173	6240448
2694187	Association INFLOVAR		2001-12-27	2001-12-27	Relevé de terrain	CRUON Roger	83027		250 m au NNE du Jas de Clare, limite vigne										T	922124	6240366
284811	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912748	6239282
16750	Réseau des botanistes amateurs du CBNMed		2007-04-27	2007-04-27	Relevé de terrain	BARREAU Dominique	11188	COMBE DE COMERE										Base de données Dominique BARREAU	T	697430	6206037
8611750	Réseau des botanistes amateurs du CBNMed		2012-05-05	2012-05-05	Relevé de terrain	LEWIN Jean-Marc	66030	Coma dels Tres Forns	A l'ouestd e ND de Pena.	Garrigue, friches.								2162	T	681129	6185697
19017	Réseau des botanistes amateurs du CBNMed		1994-03-20	1994-03-20	Relevé de terrain	BARREAU Dominique	11170	LES AUZILS										Base de données Dominique BARREAU	P	707652	6226500
1171818	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-11-08	2015-11-08	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	LES VAUSSIERS 	BORD DE PISTE	bord de piste								109Y	P	918066	6237323
2692514	Association INFLOVAR		1997-04-22	1997-04-22	Relevé de terrain	INCONNU 	83027	VALLAT DE FONTANIEU	Vallat de Fontanieu, La Serre, Le Grd Moulin, Rau des Hautes	""							""	""	T	924830	6234153
284849	Bureau d'études ECO-MED (Ecologie et Médiation)		2006-04-26	2006-04-26	Relevé de terrain	LIJNEN Delphine	13028	CHEMIN CHARRE	PK 38,5 de l'autoroute A50.										P	914403	6236935
8015398	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0331MTDA15	P	920601	6239360
653986	Bureau d'études BIODIV		2014-05-20	2014-05-20	Relevé de terrain	BARET Julien	13033												P	879594	6250643
359460	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-24	2007-04-24	Relevé de terrain	LEJEUNE Solenne	83112	LE PIGEONNIER	Proximité du sentier du Littoral										P	918814	6232390
256627	Conservatoire botanique national méditerranéen de Porquerolles		1873-01-01	1941-12-31	Bibliographie	DELMAS Jean-Pierre	13055	SAINT-CYR	Massif de Carpiagne.							MOLINIER RE. & MARTIN P., 1981. Catalogue des plantes vasculaires des Bouches-du-Rhône. Imprimerie municipale, Marseille. 375 p.	259		T	899902	6243544
359453	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-26	2007-06-26	Relevé de terrain	LEJEUNE Solenne	83027	LE MALPASSET	en bord de piste DFCI ^la Bégude^										P	920332	6239407
2691481	Association INFLOVAR		2003-03-02	2003-03-02	Relevé de terrain	MORVANT Yves / MICHAUD Henri	83123	OUVRAGE DE LA POINTE	Ouvrage de la pointe, W du Gros Cerveau	""							""	""	T	926186	6233099
284949	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-30	2007-05-30	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912109	6238732
352259	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2008-12-07	2008-12-07	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	REVERS DE BOQUIE	Près du Four à Cade n°15									0260Y	P	919390	6239451
8616532	Réseau des botanistes amateurs du CBNMed		2008-04-21	2008-04-21	Relevé de terrain	LEWIN Jean-Marc	66190	el Portitxol Ouest										4095	T	692489	6193845
284912	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912168	6239032
658082	Bureau d'études ECOSPHERE		2013-05-28	2013-05-28	Relevé de terrain	CROUZET Nicolas	83016												P	929097	6240229
284830	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-25	2007-04-25	Relevé de terrain	VANDERPERT Heloïse	13033	LES FIGUIERES											P	879201	6250493
652110	Conservatoire botanique national méditerranéen de Porquerolles	Récolte de semences PACA	2014-07-04	2014-07-04	Relevé de terrain	DIXON Lara / MICHAUD Henri / LOCHON-MENSEAU Sylvia	83035	CHAPELLE SAINTE ANNE										LD017	P	924328	6241236
359431	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-26	2007-04-26	Relevé de terrain	LEJEUNE Solenne	83112	PORT D'ALON											P	920608	6231154
359448	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-26	2007-04-26	Relevé de terrain	LEJEUNE Solenne	83112	LA MADRAGUE	Massif dunaire										P	919643	6232973
359350	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-02	2007-07-02	Relevé de terrain	LEJEUNE Solenne	83027	LES LUCQUETTES											P	922402	6239450
359342	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-24	2007-04-24	Relevé de terrain	LEJEUNE Solenne	83112	LE PIGEONNIER	Sentier du Littoral										P	918835	6232029
8127192	Association Les Amis du Conservatoire botanique national méditerranéen	Inventaire général du CBNMED	2018-05-06	2018-05-06	Relevé de terrain	MICHAUD Henri / HUYNH-TAN Bernadette / MORVANT Yves / CARROUEE Antoine	83035	CHAPELLE SAINTE ANNE	GARRIGUES									049Y	P	924789	6241152
315903	Conservatoire botanique national méditerranéen de Porquerolles		1802-01-01	1876-12-31	Bibliographie	AUZENDE Benoît Joseph	83009									ALBERT A. & JAHANDIEZ E., 1908. Catalogue des plantes vasculaires du Var. Librairie des Sciences naturelles Paul Klincksieck, Paris (réimpression 1985, Muséum d'Histoire Naturelle de Toulon). 613 p.	338		C	924100	6230200
346921	Réseau des botanistes amateurs du CBNMed		2006-10-22	2006-10-22	Relevé de terrain	MORVANT Yves	83016	LA BARO NUECHO	bord de route de chaque coté au niveau des virages sinueux	garrigue naissante après incendie			Sud	< à 1°				3	P	929736	6239132
1400775	Bureau d'études ECO-MED (Ecologie et Médiation)		2012-03-27	2012-03-27	Relevé de terrain	VOLANT Jérôme	13028												P	914414	6236975
8413800	Bureau d'études ECO-MED (Ecologie et Médiation)		2013-09-11	2013-09-11	Relevé de terrain	JUINO David	83027												P	922079	6240487
359340	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-29	2007-06-29	Relevé de terrain	LEJEUNE Solenne	83009	PARC BELLEVUE											P	922519	6231198
284981	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13028	LES PLAINES BARONNES											P	917364	6237531
8704912	Conservatoire d'espaces naturels du Languedoc-Roussillon		2020-05-07	2020-05-07	Relevé de terrain	NICOLAS Sylvain	66071												P	676631	6185012
284863	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13028	LA LOUSIANNE											P	917293	6237830
274767	Bureau d'études ECO-MED (Ecologie et Médiation)		2006-04-26	2006-04-26	Relevé de terrain	LIJNEN Delphine	13028	CHEMIN CHARRE	PK 38,5 de l'autoroute A50.										P	914344	6236993
