id_releve	orga_fournisseur	programmes	date_releve_deb	date_releve_fin	releve_type	observateurs	insee	lieudit	comm_loc	comm_milieu	lithologie	geologie	exposition	pente	rec_total	refbiblio	page	code_perso	id_precision	x_l93	y_l93
284867	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13028	LA LOUSIANNE											P	917522	6238111
8611235	Réseau des botanistes amateurs du CBNMed		2010-05-22	2010-05-22	Relevé de terrain	LEWIN Jean-Marc	66030	Còrrec del Caponat haut	A l'WNW du village.	Garrigue, pelouses, bois.								2174	T	677876	6184795
1173289	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-11-15	2015-11-15	Relevé de terrain	MORVANT Yves / MICHAUD Henri	83027	VALLON DU FAINÉANT	PISTE DU FAINEANT									116Y	P	918893	6238623
12244563	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13028	MENTAURE											P	910364	6238560
8610242	Réseau des botanistes amateurs du CBNMed		2014-04-09	2014-04-09	Relevé de terrain	LEWIN Jean-Marc	66143	Sarrat del Coude	Au NE du village.	Garrigue, bois clair, pelouses.								110	T	669454	6187089
1159054	Sète Côté Jardin		2015-05-20	2015-05-20	Relevé de terrain	GARCIA Jean-René	11266	CHANTE PERDIX											P	700620	6210368
284877	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912598	6239183
293376	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2011-12-18	2011-12-18	Relevé de terrain	MICHAUD Henri / MORVANT Yves	13028	PLAINES BARONNES	PISTE ST POMPAGE									272Y	P	917237	6237450
8413801	Bureau d'études ECO-MED (Ecologie et Médiation)		2013-09-11	2013-09-11	Relevé de terrain	JUINO David	83027												P	922022	6240467
8011538	Bureau d'études BIOTOPE		2007-03-09	2007-03-09	Relevé de terrain	BOUCHET Michel-Ange	66190		[Centroïde d'un polygone de 663.95 ha]										T	693798	6196849
352257	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2008-12-07	2008-12-07	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	VALLON DU COUTELAS										0258y	P	919314	6239252
361516	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2010-12-18	2010-12-18	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	LE DEFENDS										220Y	P	922400	6236337
361511	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2010-12-18	2010-12-18	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	COSTES GALINES										214Y	P	922614	6236686
12245231	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13022	BOIS DE MENTAURE											P	910471	6238685
1400788	Bureau d'études ECO-MED (Ecologie et Médiation)		2012-05-11	2012-05-11	Relevé de terrain	VOLANT Jérôme	13028												P	914314	6237015
1173270	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-11-15	2015-11-15	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	LES BARBAROUX	PISTE DU TELEGRAPHE									132Y	P	918425	6238485
1398766	Bureau d'études ECO-MED (Ecologie et Médiation)		2013-11-20	2013-11-20	Relevé de terrain	VOLANT Jérôme	13023			6220 - Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea									P	913877	6239176
256624	Conservatoire botanique national méditerranéen de Porquerolles		1855-01-01	1941-12-31	Bibliographie	BLANC Pierre	13021		Entre la route et la voie ferrée.							MOLINIER RE. & MARTIN P., 1981. Catalogue des plantes vasculaires des Bouches-du-Rhône. Imprimerie municipale, Marseille. 375 p.	259		T	874025	6250509
8372639	Naturalia Environnement		2016-06-30	2016-06-30	Relevé de terrain	PRUNIER Robin	83123												P	926052	6233027
284925	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912598	6239332
12246814	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13028	BOIS DE MENTAURE											P	910663	6238843
346919	Réseau des botanistes amateurs du CBNMed		2006-10-22	2006-10-22	Relevé de terrain	MORVANT Yves	83016	LA GARENNE	bas coté de la route	garrigues ouvertes			Sud	< à 1°				1	P	928050	6241926
1400817	Bureau d'études ECO-MED (Ecologie et Médiation)		2011-03-18	2011-03-18	Relevé de terrain	VOLANT Jérôme	13022												P	910679	6238899
1171892	Conservatoire botanique national méditerranéen de Porquerolles		2015-11-11	2015-11-11	Relevé de terrain	MICHAUD Henri	13028	LA SAMBRE										GH112	P	917483	6238118
8372244	Naturalia Environnement		2016-06-16	2016-06-16	Relevé de terrain	PRUNIER Robin	83016												P	928175	6241805
8616578	Réseau des botanistes amateurs du CBNMed		2007-04-28	2007-04-28	Relevé de terrain	LEWIN Jean-Marc	66190	Mas Dacs Est	Au nord du village.	Cultures, friches, garrigues.								4102	T	693241	6195598
8706831	Conservatoire d'espaces naturels du Languedoc-Roussillon		2016-04-27	2016-04-27	Relevé de terrain	BOUTELOUP Romain	66069												P	684698	6190465
1170759	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-10-25	2015-10-25	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112	LE PIGEONNIER	SENTIER DE LA CITERNE									291Y	P	918558	6232385
284915	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912789	6239342
12247419	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13022	BOIS DE MENTAURE											P	910563	6238741
8011469	Bureau d'études BIOTOPE		2007-06-29	2007-06-29	Relevé de terrain	BOUCHET Michel-Ange	66190												P	694214	6196220
2690164	Association INFLOVAR		2002-01-17	2002-01-17	Relevé de terrain	CRUON Roger	83027		sud du Revers de Boquié: citerne près cote 342 - cote 310										T	917983	6239129
120731	Réseau des botanistes amateurs du CBNMed		2004-11-25	2004-11-25	Communication écrite ou orale	LEJEUNE Romain	66190	PLANAL DE LA GARRIGUE										RL0036	P	695591	6195983
12245855	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	FERREIRA Olivier	13022	BOIS DE MENTAURE											P	910452	6238706
8015622	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0335MTDA15	P	920604	6239396
359385	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-29	2007-06-29	Relevé de terrain	LEJEUNE Solenne	83009	ROUSTAGNON	le long de la piste DFCI Roustagnon										P	922267	6231536
8060717	Conservatoire d'espaces naturels du Languedoc-Roussillon		2015-04-30	2015-04-30	Relevé de terrain	SIROT Benjamin	11379												P	700154	6218394
284903	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13028	CHEMIN CHARRE	Talus d'autoroute A50										P	914343	6237003
274762	Bureau d'études ECO-MED (Ecologie et Médiation)		2006-04-26	2006-04-26	Relevé de terrain	LIJNEN Delphine	13028	CHEMIN CHARRE	PK 38,5 de l'autoroute A50.										P	914393	6236954
1184899	Société d'Etude des Sciences de l'Aude		2015-05-14	2015-05-14	Relevé de terrain	BARREAU Dominique	11266	CAUSSENABADEL										32-1e	P	701620	6213504
359439	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-22	2007-04-22	Relevé de terrain	LEJEUNE Solenne	83112	LE PIGEONNIER											P	918624	6232440
359447	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-26	2007-06-26	Relevé de terrain	LEJEUNE Solenne	83035	VALLON DU CANNET											P	922140	6240801
8611458	Réseau des botanistes amateurs du CBNMed		2013-05-02	2013-05-02	Relevé de terrain	LEWIN Jean-Marc	66205	Planal de la Jasse dels Porcs	Au SW de la Torre del Farre.	Garrigue.								607	T	679469	6188840
359362	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-26	2007-06-26	Relevé de terrain	LEJEUNE Solenne	83027	VALLON DU CANNET											P	922060	6240480
293378	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2011-12-18	2011-12-18	Relevé de terrain	MICHAUD Henri / MORVANT Yves	13028	LA MÈNE	ruine									274Y	P	917362	6237709
8057462	Conservatoire d'espaces naturels du Languedoc-Roussillon		2013-04-17	2013-04-17	Relevé de terrain	CARBONNE Julien	11170												P	707824	6225243
284914	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13028	CHEMIN CHARRE											P	914403	6236965
284804	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	LEJEUNE Solenne / AUDA Pascal	13028	ROUMAGOUA											P	911348	6238810
1154789	Société Linnéenne de Provence		2010-11-17	2010-11-17	Relevé de terrain	VOLANT Jérôme	13023												P	911890	6238491
288058	Bureau d'études ECO-MED (Ecologie et Médiation)		2006-04-27	2006-04-27	Relevé de terrain	ABOUCAYA Annie / FERREIRA Olivier	13022	LE MENTAURE	Butte surmontée du relai, face N.										P	910546	6238721
284817	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	LEJEUNE Solenne / AUDA Pascal	13028	ROUMAGOUA											P	911348	6238750
364161	Naturalia Environnement		2011-02-17	2011-02-17	Relevé de terrain	BIANCHIN Nicolas	83112												P	918542	6232380
330932	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2005-04-27	2005-04-27	Relevé de terrain	MICHAUD Henri / CRUON Roger / MORVANT Yves	83035	LE CAMP		Garrigues, pinèdes sur affleurements rocheux			Sud-Est	< à 1°				GH298	P	921703	6241485
362281	Bureau d'Etudes CERCIS		2010-01-01	2010-12-31	Bibliographie	FAURE Karine	83112									CERCIS, Andromède océanologie, 2010. Réseau Natura 2000. Site La Pointe fauconnière (FR9301609). Document d'objectifs.			P	918506	6232159
348628	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2007-05-27	2007-05-27	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	LE PRE DE CAUME	Friche et garrigues	garrigues								218	P	923831	6238880
8703843	Conservatoire d'espaces naturels du Languedoc-Roussillon		2020-04-15	2020-04-15	Relevé de terrain	NICOLAS Sylvain	66190												P	691593	6193402
8118604	Parc national des Calanques		2017-05-22	2017-05-22	Relevé de terrain	ONOFRIO Patrice, d'	13022	BOIS DE MENTAURE											P	909859	6239278
1173268	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-11-15	2015-11-15	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	LES BARBAROUX	PISTE DU TELEGRAPHE									134Y	P	918506	6238431
359341	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-24	2007-04-24	Relevé de terrain	LEJEUNE Solenne	83112	LE PIGEONNIER	Proximité du sentier du Littoral										P	918805	6232169
11704689	Association Les Amis du Conservatoire botanique national méditerranéen	Inventaire général du CBNMED	2022-01-26	2022-01-26	Relevé de terrain	MORVANT Yves	83123	ouvrage de la POINTE	Adret au dessus de la piste	pelouse caillouteuse		Roches sédimentaires carbonatées : autres					""	y	P	926114	6233030
8612168	Réseau des botanistes amateurs du CBNMed		2014-05-03	2014-05-03	Relevé de terrain	LEWIN Jean-Marc	66014	Papalauca	Au nord du village.	Garrigue, friches.								90	T	684476	6184833
10012	Conservatoire botanique national méditerranéen de Porquerolles		1998-01-01	1998-12-31	Relevé de terrain	MICHAUD Henri	11170	CHAUCHOLE											P	708074	6225608
361974	Réseau des botanistes amateurs du CBNMed		2011-04-07	2011-04-07	Relevé de terrain	MORVANT Yves	83112	POINTE DU RESQUILLADOU										8Y	P	919192	6231843
359345	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-24	2007-04-24	Relevé de terrain	LEJEUNE Solenne	83112	LE PIGEONNIER	Proximité du sentier du Littoral										P	918424	6232219
323654	Conservatoire botanique national méditerranéen de Porquerolles		1845-01-01	1908-12-31	Bibliographie	REYNIER Alfred	83112	LES LECQUES								ALBERT A. & JAHANDIEZ E., 1908. Catalogue des plantes vasculaires du Var. Librairie des Sciences naturelles Paul Klincksieck, Paris (réimpression 1985, Muséum d'Histoire Naturelle de Toulon). 613 p.	338		T	918623	6235021
1400804	Bureau d'études ECO-MED (Ecologie et Médiation)		2011-05-05	2011-05-05	Relevé de terrain	VOLANT Jérôme	13028												P	910799	6238699
357964	Réseau des botanistes amateurs du CBNMed		2010-03-29	2010-03-29	Relevé de terrain	MORVANT Yves	83027	PLATEAU DES COSTES GALINES										174	P	923169	6236915
284793	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	LEJEUNE Solenne / AUDA Pascal	13028	ROUMAGOUA											P	911139	6238910
1400783	Bureau d'études ECO-MED (Ecologie et Médiation)		2012-03-27	2012-03-27	Relevé de terrain	VOLANT Jérôme	13028												P	914364	6236995
1173282	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-11-15	2015-11-15	Relevé de terrain	MORVANT Yves / MICHAUD Henri	83027	VALLON DU FAINÉANT										120Y	P	918843	6239156
658084	Bureau d'études ECOSPHERE		2013-05-28	2013-05-28	Relevé de terrain	CROUZET Nicolas	83016												P	929123	6240211
284796	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13023	LA LOUSIANNE											P	917061	6238331
8372253	Naturalia Environnement		2016-06-16	2016-06-16	Relevé de terrain	PRUNIER Robin	83016												P	928151	6241823
8015386	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0351MTDA15	P	920494	6239631
8121526	Parc national des Calanques		2016-05-22	2016-05-22	Relevé de terrain	ONOFRIO Patrice, d'	13022	BOIS DE MENTAURE											P	910437	6238674
603256	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2013-01-28	2013-01-28	Relevé de terrain	PIRES Mathias / MICHAUD Henri / PAVON Daniel	13033	CALANQUE DES ANTHÉNORS		Garrigue littorale		Roches sédimentaires carbonatées : grès	Sud						P	879168	6250508
8611271	Réseau des botanistes amateurs du CBNMed		2013-04-13	2013-04-13	Relevé de terrain	LEWIN Jean-Marc / LESSARD Jacqueline	66071	Vinyes de Marbigó, ancienne carrière	Au sud de la D117, au-dessus de la route de l'actuelle carrière.	Garrigue, remblai, friches.								680	T	676714	6185836
284862	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-30	2007-05-30	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	911889	6238591
359355	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-24	2007-04-24	Relevé de terrain	LEJEUNE Solenne	83112	LA NARTETTE											P	918914	6232511
284834	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-23	2007-05-23	Relevé de terrain	LEJEUNE Solenne	13021	LE ROUET											P	877150	6250719
359365	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-26	2007-06-26	Relevé de terrain	LEJEUNE Solenne	83035	VALLON DU CANNET											P	922140	6241141
19047	Réseau des botanistes amateurs du CBNMed		2001-06-01	2001-06-01	Relevé de terrain	COURDIL Jean-Claude	11170	ROC DE NOTRE-DAME										Base de données Dominique BARREAU	T	708080	6226458
1171819	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-11-08	2015-11-08	Relevé de terrain	MORVANT Yves / MICHAUD Henri	83027	LES VAUSSIERS	NORD OUEST PELOUSE EN BORD DE PISTE	bord de piste								108Y	P	917820	6237234
284921	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912378	6239482
359347	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-26	2007-06-26	Relevé de terrain	LEJEUNE Solenne	83035	VALLON DU CANNET											P	921879	6241412
273704	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2006-06-09	2006-06-09	Relevé de terrain	ABOUCAYA Annie	13028	LE MENTAURE	"Petite parcelle en bordure d'entrée de décharge (1ère chaîne, non fermée + panneau bleu ""décharge interdite"")"									G3.21	P	910673	6238848
362252	Bureau d'Etudes CERCIS		2010-01-01	2010-12-31	Bibliographie	FAURE Karine	83112		en bordure du chemin							CERCIS, Andromède océanologie, 2010. Réseau Natura 2000. Site La Pointe fauconnière (FR9301609). Document d'objectifs.			P	921559	6231102
284972	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13023	LA LOUSIANNE											P	917062	6238520
10071029	Conservatoire botanique national méditerranéen de Porquerolles		1996-05-22	1996-05-22	Herbier	MICHAUD Henri	11379	Ile de l'Aute	""	Dans les garrigues							""	""	T	700126	6218725
359377	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-26	2007-04-26	Relevé de terrain	LEJEUNE Solenne	83112	COLLET REDON											P	920055	6232302
284890	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912329	6238962
8015618	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027			autour de la citerne								0322MTDA15	P	919435	6239298
2688062	Association INFLOVAR		1992-01-12	1992-01-12	Relevé de terrain	CRUON Roger	83112		Bandol (Athéna) - Port d'Alon										T	921565	6230838
284916	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13023	LA LOUSIANNE											P	916701	6238539
284841	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	AUDA Pascal	13028	ROUMAGOUA											P	911239	6238679
284813	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912878	6239294
284799	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-09	2007-05-09	Relevé de terrain	LEJEUNE Solenne	13021	LE ROUET	Massif au dessus de la voie ferrée										P	877059	6250948
284838	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-30	2007-05-30	Relevé de terrain	LEJEUNE Solenne	13023	LES YSSARDS											P	915500	6238918
1174917	Conservatoire botanique national méditerranéen de Porquerolles		1924-01-01	1924-12-31	Bibliographie	BLANC Pierre	13021		coteaux, entre la route et la voie ferrée, vers le port du Rouet							BLANC P., 1924. Contribution à la flore des Bouches-du-Rhône. Le Monde des Plantes 34-149, 7-8.	8		T	876587	6250853
284815	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-30	2007-05-30	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912129	6238701
8015593	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0327MTDA15	P	922401	6240052
1400771	Bureau d'études ECO-MED (Ecologie et Médiation)		2012-05-11	2012-05-11	Relevé de terrain	VOLANT Jérôme	13028												P	914584	6237205
352256	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2008-12-07	2008-12-07	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	SENTIER FOUR A CADE										0257y	P	919348	6239119
12247074	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	FERREIRA Olivier	13028	BOIS DE MENTAURE											P	910404	6238603
10452195	Réseau des botanistes amateurs du CBNMed		2020-05-17	2020-05-17	Relevé de terrain	LEWIN Jean-Marc	66041	COMA D'EN ROC											T	681472	6187838
8616530	Réseau des botanistes amateurs du CBNMed		2008-04-21	2008-04-21	Relevé de terrain	LEWIN Jean-Marc	66190	Combe Française fond	Au nord du village.	Garrigue, pinède, rochers.								4070	T	692489	6193845
284894	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912798	6239313
1398775	Bureau d'études ECO-MED (Ecologie et Médiation)		2013-11-20	2013-11-20	Relevé de terrain	VOLANT Jérôme	13023			6220 - Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea									P	913846	6239174
352263	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2008-12-07	2008-12-07	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	REVERS DE BOQUIE										0264y	P	919172	6239823
8403750	Société d'Horticulture et d'Histoire Naturelle de l'Hérault		2019-05-05	2019-05-05	Relevé de terrain	ANDRIEU Frédéric / DELAUMONE Patrice / CASIEZ Christine / GUIZARD Roselyne / GARCIA Jean-René	11170	L'ÉVÊQUE		Garrigue sur lapiaz									P	704171	6221042
8015366	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0353MTDA15	P	920482	6239670
1170757	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2015-10-25	2015-10-25	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112	LE PIGEONNIER	GARRIGUES									293Y	P	918717	6232371
1400762	Bureau d'études ECO-MED (Ecologie et Médiation)		2012-04-17	2012-04-17	Relevé de terrain	VOLANT Jérôme	13023												P	915351	6238978
359464	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-29	2007-06-29	Relevé de terrain	LEJEUNE Solenne	83009	PARC BELLEVUE											P	922609	6231167
359357	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-29	2007-06-29	Relevé de terrain	LEJEUNE Solenne	83009	ROUSTAGNON	le long de la piste Les Crêtes										P	922698	6231637
12244581	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13022	BOIS DE MENTAURE											P	909848	6239279
12244344	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	FERREIRA Olivier	13028	BOIS DE MENTAURE											P	910577	6238750
359395	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-29	2007-06-29	Relevé de terrain	LEJEUNE Solenne	83009	ROUSTAGNON	le long de la piste Les Crêtes										P	922668	6231588
8413796	Bureau d'études ECO-MED (Ecologie et Médiation)		2013-09-11	2013-09-11	Relevé de terrain	JUINO David	83027												P	922173	6240427
8413794	Bureau d'études ECO-MED (Ecologie et Médiation)		2013-09-11	2013-09-11	Relevé de terrain	JUINO David	83027												P	922342	6240400
352265	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2008-12-07	2008-12-07	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83027	REVERS DE BOQUIE										0266y	P	918590	6240280
8413798	Bureau d'études ECO-MED (Ecologie et Médiation)		2013-09-11	2013-09-11	Relevé de terrain	JUINO David	83027			Clues									P	922131	6240399
8015633	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0315MTDA15	P	921310	6240477
8015632	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0287MTDA15	P	922098	6240438
8611459	Réseau des botanistes amateurs du CBNMed		2013-05-02	2013-05-02	Relevé de terrain	LEWIN Jean-Marc	66205	Puig d'en Paillat	Crête au SW de la Tore del Far.	Garrigue, rochers.								606	T	679469	6188840
8706516	Conservatoire d'espaces naturels du Languedoc-Roussillon		2020-05-12	2020-05-12	Relevé de terrain	NICOLAS Sylvain	66071												P	676958	6185474
361978	Réseau des botanistes amateurs du CBNMed		2011-04-07	2011-04-07	Relevé de terrain	MORVANT Yves	83112	PISTE NORD PORT ALON										12Y	P	919891	6231877
332857	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2004-06-19	2004-06-19	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83035	COLLINE DES VAS	Au desus de la D 82 -	Garrigue ouverte à rosmarinus			Sud-Est	< à 1°				g293	P	924776	6236824
293375	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2011-12-18	2011-12-18	Relevé de terrain	MICHAUD Henri / MORVANT Yves	13028	PLAINES BARONNES										271Y	P	917270	6237192
1400818	Bureau d'études ECO-MED (Ecologie et Médiation)		2011-05-05	2011-05-05	Relevé de terrain	VOLANT Jérôme	13022												P	910296	6240019
12247346	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13022	BOIS DE MENTAURE											P	910548	6238739
8706659	Conservatoire d'espaces naturels du Languedoc-Roussillon		2016-04-27	2016-04-27	Relevé de terrain	BOUTELOUP Romain	66069												P	684791	6190434
2656608	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2017-01-08	2017-01-08	Relevé de terrain	PIRES Mathias	83112	LE RESQUILLADOU											P	919001	6231972
12245175	Parc national des Calanques		2021-06-10	2021-06-10	Relevé de terrain	URVOY GAËLLE	13022	BOIS DE MENTAURE											P	909843	6239263
357892	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2010-03-14	2010-03-14	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83009	ROUSTAGNON										0103y	P	922930	6231369
361907	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2011-03-20	2011-03-20	Relevé de terrain	MICHAUD Henri / MORVANT Yves / ARNOUX Jean-Claude	83027	LE DEFENDS										236Y	P	922862	6236547
352167	Conservatoire botanique national méditerranéen de Porquerolles	Inventaire général du CBNMED	2008-11-11	2008-11-11	Relevé de terrain	MICHAUD Henri / MORVANT Yves	83112	BAIE DE LA MOUTTE										0163y	P	920887	6231360
1174918	Conservatoire botanique national méditerranéen de Porquerolles		1924-01-01	1924-12-31	Bibliographie	BLANC Pierre	13033		coteaux boisés, le long du sentier de douane, dans la direction du port du Rouet							BLANC P., 1924. Contribution à la flore des Bouches-du-Rhône. Le Monde des Plantes 34-149, 7-8.	8		T	877602	6250485
284886	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13028	LES PLAINES BARONNES											P	917415	6237511
8611203	Réseau des botanistes amateurs du CBNMed		2009-06-06	2009-06-06	Relevé de terrain	LEWIN Jean-Marc	66071	Serrat d'en Bugader	A l'ESE du village.	Garrigue, friches.								2637	T	677376	6184795
284803	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-06-19	2007-06-19	Relevé de terrain	LEJEUNE Solenne / AUDA Pascal	13028	ROUMAGOUA											P	911238	6238609
2687178	Association INFLOVAR		1994-06-01	1994-06-01	Relevé de terrain	DELVOSALLE Léon	83035	SAINTE-ANNE DU CASTELLET	Sainte-Anne du Castellet										T	924724	6241358
284908	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-05-25	2007-05-25	Relevé de terrain	LEJEUNE Solenne	13023	MAOUGAVI											P	912467	6239272
359421	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-04-24	2007-04-24	Relevé de terrain	LEJEUNE Solenne	83112	LA NARTETTE											P	919255	6232541
363144	Réseau des botanistes amateurs du CBNMed		2011-06-02	2011-06-02	Relevé de terrain	MORVANT Yves	83027	LE DEFENDS										337Y	P	922616	6236688
8015635	Agence MTDA		2015-05-19	2015-05-19	Relevé de terrain	MALLOL Sébastien	83027											0303MTDA15	P	921386	6240365
284818	Bureau d'études ECO-MED (Ecologie et Médiation)		2007-07-13	2007-07-13	Relevé de terrain	LEJEUNE Solenne	13023	LA LOUSIANNE											P	917012	6238080
