Code;Code_source;Année;Date;Nom_espèce_source;Nom_RefTax_MNHN;Pays;Region;Ville;Quartier/lieux dit;UTM;UTM1;UTM10;Latitude;Longitude;Altitude;Mode_lecture;Précision;Précision;Type_acquisition ;nom_Observateur;orga_Observateur;Nom_bdd;Auteur;Année_publication;Titre_publication;Nom_revue;confidentialité;nom_fournisseur;organisation;Indigénat_population;Nombre_individus;Surface_patch;abondance_rareté;Description;Corinne;Direct_hab;Ordre;Association;Remarque;Remarque
40;1560586;2013;20130620;Convolvulus lanuginosus;;Spain;VALENCIA;Millares;;30SXJ84;30SXJ8848;;39,26339;-0,81159;;GPS;point GPS;30;import BDD internet;J. Estela Andreu,M. Piera Ortiz,P. Garrido Pascual;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
41;816040;2010;20100921;Convolvulus lanuginosus;;Spain;VALENCIA;Picassent;;30SYJ15;30SYJ1259;;39,3605;-0,53783;;GPS;point GPS;30;import BDD internet;J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
42;1043872;2011;20110425;Convolvulus lanuginosus;;Spain;VALENCIA;Paterna;La Vallesa;30SYJ17;30SYJ1478;;39,52854;-0,50863;;GPS;point GPS;30;import BDD internet;A. Peña Rivera;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, Lloma Betxí.PN Turia
43;919686;2009;20090429;Convolvulus lanuginosus;;Spain;VALENCIA;Vilamarxant;Les Rodanes;30SYJ07;30SYJ0578;;39,53254;-0,60871;;GPS;point GPS;30;import BDD internet;R. Mulet Blasco;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, Alt. 251 m
44;919668;2009;20090420;Convolvulus lanuginosus;;Spain;VALENCIA;Vilamarxant;Les Rodanes;30SYJ07;30SYJ0678;;39,53363;-0,60089;;GPS;point GPS;30;import BDD internet;R. Mulet Blasco;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, Alt. 231 m Roquer
45;919660;2009;20090420;Convolvulus lanuginosus;;Spain;VALENCIA;Vilamarxant;Les Rodanes;30SYJ07;30SYJ0578;;39,53422;-0,60359;;GPS;point GPS;30;import BDD internet;R. Mulet Blasco;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, Alt. 159 m pdte aprox 12% (Espartal)
46;919674;2009;20090429;Convolvulus lanuginosus;;Spain;VALENCIA;Vilamarxant;Les Rodanes;30SYJ07;30SYJ0578;;39,53527;-0,60917;;GPS;point GPS;30;import BDD internet;R. Mulet Blasco;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
47;919702;2009;20090610;Convolvulus lanuginosus;;Spain;VALENCIA;Vilamarxant;Les Rodanes;30SYJ07;30SYJ0579;;39,53745;-0,60739;;GPS;point GPS;30;import BDD internet;R. Mulet Blasco;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, Alt. 237 m
48;919673;2009;20090424;Convolvulus lanuginosus;;Spain;VALENCIA;Vilamarxant;Les Rodanes;30SYJ07;30SYJ0479;;39,5391;-0,62432;;GPS;point GPS;30;import BDD internet;R. Mulet Blasco;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, Alt. 258 m Pdte aprox. 50% Orientación NW
49;919656;2009;20090414;Convolvulus lanuginosus;;Spain;VALENCIA;Vilamarxant;Les Rodanes;30SYJ07;30SYJ0279;;39,54065;-0,63786;;GPS;point GPS;30;import BDD internet;R. Mulet Blasco;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, Alt. 163 m Pdte aprox. 8% Orientación NE
50;919717;2009;20090614;Convolvulus lanuginosus;;Spain;VALENCIA;Vilamarxant;Les Rodanes;30SYJ07;30SYJ0279;;39,54117;-0,64058;;GPS;point GPS;30;import BDD internet;R. Mulet Blasco;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
51;692911;2010;20100618;Convolvulus lanuginosus;;Spain;VALENCIA;Villargordo del Cabriel;;30SXJ37;30SXJ3378;;39,54414;-1,45043;;GPS;point GPS;30;import BDD internet;F. Martínez Pardo,J. X. Soler Marí,X. Font Castell;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
52;774339;2010;20100603;Convolvulus lanuginosus;;Spain;VALENCIA;Paterna;Barranc Fondo;30SYJ18;30SYJ1380;;39,54746;-0,51014;;GPS;point GPS;30;import BDD internet;P. P. Ferrer Gallego,S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
53;774405;2010;20100603;Convolvulus lanuginosus;;Spain;VALENCIA;Paterna;Barranc Fondo;30SYJ18;30SYJ1480;;39,54814;-0,50901;;GPS;point GPS;30;import BDD internet;P. P. Ferrer Gallego,S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
54;919715;2009;20090612;Convolvulus lanuginosus;;Spain;VALENCIA;Vilamarxant;Les Rodanes;30SYJ08;30SYJ0680;;39,54971;-0,60005;;GPS;point GPS;30;import BDD internet;R. Mulet Blasco;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, Alt. 190 m
55;919704;2009;20090612;Convolvulus lanuginosus;;Spain;VALENCIA;Vilamarxant;Les Rodanes;30SYJ08;30SYJ0680;;39,55033;-0,60071;;GPS;point GPS;30;import BDD internet;R. Mulet Blasco;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, Alt. 174 m (Antiga trinxera)
56;919691;2009;20090609;Convolvulus lanuginosus;;Spain;VALENCIA;Vilamarxant;Les Rodanes;30SYJ08;30SYJ0480;;39,55047;-0,62142;;GPS;point GPS;30;import BDD internet;R. Mulet Blasco;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, Alt. 180 m
57;919692;2009;20090609;Convolvulus lanuginosus;;Spain;VALENCIA;Vilamarxant;Les Rodanes;30SYJ08;30SYJ0480;;39,55049;-0,61884;;GPS;point GPS;30;import BDD internet;R. Mulet Blasco;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, Alt. 237 m (Pico Rodana blanca)
58;919701;2009;20090609;Convolvulus lanuginosus;;Spain;VALENCIA;Vilamarxant;Les Rodanes;30SYJ08;30SYJ0480;;39,551;-0,61898;;GPS;point GPS;30;import BDD internet;R. Mulet Blasco;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, Alt. 208 m
59;663397;2010;20100317;Convolvulus lanuginosus;;Spain;VALENCIA;Bugarra;;30SXJ99;30SXJ9190;;39,63986;-0,7679;;GPS;point GPS;30;import BDD internet;A. Navarro Peris,J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
60;465986;2008;20080918;Convolvulus lanuginosus;;Spain;VALENCIA;Serra;Parc Natural de la Serra Calderona;30SYJ19;30SYJ1593;;39,66441;-0,48486;;GPS;point GPS;30;import BDD internet;N. Fabuel Ten,S. Fos Martín,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
61;278493;2006;20060621;Convolvulus lanuginosus;;Spain;VALENCIA;Segart;;30SYJ29;30SYJ2496;;39,68493;-0,38789;;GPS;point GPS;30;import BDD internet;S. Fos Martín,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
62;278489;2006;20060720;Convolvulus lanuginosus;;Spain;VALENCIA;Serra;L'Ombria;30SYJ29;30SYJ2196;;39,69272;-0,41168;;GPS;point GPS;30;import BDD internet;S. Fos Martín,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
63;278491;2006;20060907;Convolvulus lanuginosus;;Spain;VALENCIA;Serra;Pico de rebalsadores;30SYJ19;30SYJ1897;;39,70036;-0,44855;;GPS;point GPS;30;import BDD internet;S. Fos Martín,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
64;278490;2006;20060907;Convolvulus lanuginosus;;Spain;VALENCIA;Serra;Pico Cierro;30SYJ29;30SYJ2098;;39,70595;-0,42468;;GPS;point GPS;30;import BDD internet;S. Fos Martín,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
65;278487;2006;20060706;Convolvulus lanuginosus;;Spain;VALENCIA;Serra;Collado de la vinya;30SYJ29;30SYJ2298;;39,70717;-0,41016;;GPS;point GPS;30;import BDD internet;S. Fos Martín,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
66;278492;2006;20060907;Convolvulus lanuginosus;;Spain;VALENCIA;Serra;Pico de rebalsadores;30SYJ19;30SYJ1798;;39,70828;-0,4585;;GPS;point GPS;30;import BDD internet;S. Fos Martín,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
67;278488;2006;20060907;Convolvulus lanuginosus;;Spain;VALENCIA;Serra;Fuente Mugrón;30SYJ29;30SYJ2098;;39,70948;-0,42734;;GPS;point GPS;30;import BDD internet;S. Fos Martín,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
68;655616;2009;20090602;Convolvulus lanuginosus;;Spain;VALENCIA;Serra;Font del Llentiscle;30SYJ19;30SYJ1798;;39,71214;-0,45867;;GPS;point GPS;30;import BDD internet;R. Fernández Bonilla;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
69;278494;2006;20060907;Convolvulus lanuginosus;;Spain;VALENCIA;Serra;;30SYJ19;30SYJ1899;;39,71448;-0,45438;;GPS;point GPS;30;import BDD internet;S. Fos Martín,V. Deltoro Torró;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
70;1236049;2011;20110412;Convolvulus lanuginosus;;Spain;CASTELLON;Sant Mateu;La Pedrera;31TBE68;31TBE6381;;40,44716;0,20735;;GPS;point GPS;30;import BDD internet;M. Agueras Moreno;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
74;;2016;20160414;Convolvulus lanuginosus;;;Andalucia;Maro, Nerja;Along path that continues up from the Nacimiento, under motorway (Senda 65 del Nacimiento de Maro al Cortijo de laCivila) ;;;;36,76305;-3,834164;;pointage carte;;100;Flickr;;;;;;;;libre;;;;;;;;;;;;;
81;;2016;20160414;Convolvulus lanuginosus;;;;Tarragone;Pont del Diable/aqueduc;;;;41,145712;1,243933;;pointage carte;;100;Flickr;;;;;;;;libre;;;;;;;;;;;;;
82;;2016;20160414;Convolvulus lanuginosus;;;Catalogne;;;;;;41,435031;1,591022;;pointage carte;;100;Flickr;;;;;;;;libre;;;;;;;;;;;;;
83;;2016;20160414;Convolvulus lanuginosus;;;;;;;;;41,44394;1,620062;;pointage carte;;100;Flickr;;;;;;;;libre;;;;;;;;;;;;;
84;;2016;20160414;Convolvulus lanuginosus;;;;;;;;;41,453818;1,618488;;pointage carte;;100;Flickr;;;;;;;;libre;;;;;;;;;;;;;
